Time Interval,Reserve Type,Type of Product,Source,Up price,Down Price,Currency,Price type
25.02.2024 16:00 - 25.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,58.99,47.0,EUR,MARGINAL
25.02.2024 17:00 - 25.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,79.64,52.0,EUR,MARGINAL
25.02.2024 18:00 - 25.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,90.79,54.0,EUR,MARGINAL
25.02.2024 19:00 - 25.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,73.17,51.0,EUR,MARGINAL
25.02.2024 20:00 - 25.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,63.65,51.0,EUR,MARGINAL
25.02.2024 21:00 - 25.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,59.35,51.0,EUR,MARGINAL
25.02.2024 22:00 - 25.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,55.98,51.0,EUR,MARGINAL
25.02.2024 23:00 - 26.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,55.25,50.0,EUR,MARGINAL
26.02.2024 00:00 - 26.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,55.98,50.0,EUR,MARGINAL
26.02.2024 01:00 - 26.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,55.0,50.0,EUR,MARGINAL
26.02.2024 02:00 - 26.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,53.87,50.5,EUR,MARGINAL
26.02.2024 03:00 - 26.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,50.3,50.3,EUR,MARGINAL
26.02.2024 04:00 - 26.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,51.75,51.75,EUR,MARGINAL
26.02.2024 05:00 - 26.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,54.93,54.93,EUR,MARGINAL
26.02.2024 06:00 - 26.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,55.12,55.12,EUR,MARGINAL
26.02.2024 07:00 - 26.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,65.1,51.5,EUR,MARGINAL
26.02.2024 08:00 - 26.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,79.23,52.187,EUR,MARGINAL
26.02.2024 09:00 - 26.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,71.54,71.54,EUR,MARGINAL
26.02.2024 10:00 - 26.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,64.59,64.59,EUR,MARGINAL
26.02.2024 11:00 - 26.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,62.52,51.5,EUR,MARGINAL
26.02.2024 12:00 - 26.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,56.61,56.61,EUR,MARGINAL
26.02.2024 13:00 - 26.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,56.33,51.5,EUR,MARGINAL
26.02.2024 14:00 - 26.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,58.98,46.76,EUR,MARGINAL
26.02.2024 15:00 - 26.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,59.35,46.54,EUR,MARGINAL
26.02.2024 16:00 - 26.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,62.45,50.0,EUR,MARGINAL
26.02.2024 17:00 - 26.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,74.61,48.5,EUR,MARGINAL
26.02.2024 18:00 - 26.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,82.67,50.0,EUR,MARGINAL
26.02.2024 19:00 - 26.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,78.5,50.305,EUR,MARGINAL
26.02.2024 20:00 - 26.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,69.98,51.0,EUR,MARGINAL
26.02.2024 21:00 - 26.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,63.65,51.0,EUR,MARGINAL
26.02.2024 22:00 - 26.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,59.95,52.0,EUR,MARGINAL
26.02.2024 23:00 - 27.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,58.88,58.88,EUR,MARGINAL
27.02.2024 00:00 - 27.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,55.83,51.0,EUR,MARGINAL
27.02.2024 01:00 - 27.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,55.65,50.0,EUR,MARGINAL
27.02.2024 02:00 - 27.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,55.51,48.0,EUR,MARGINAL
27.02.2024 03:00 - 27.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,55.05,46.0,EUR,MARGINAL
27.02.2024 04:00 - 27.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,54.96,46.0,EUR,MARGINAL
27.02.2024 05:00 - 27.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,55.68,46.0,EUR,MARGINAL
27.02.2024 06:00 - 27.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,60.12,47.0,EUR,MARGINAL
27.02.2024 07:00 - 27.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,92.67,51.5,EUR,MARGINAL
27.02.2024 08:00 - 27.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,92.81,51.5,EUR,MARGINAL
27.02.2024 09:00 - 27.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,78.3,56.0,EUR,MARGINAL
27.02.2024 10:00 - 27.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,76.0,66.58,EUR,MARGINAL
27.02.2024 11:00 - 27.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,76.0,62.92,EUR,MARGINAL
27.02.2024 12:00 - 27.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,73.0,57.42,EUR,MARGINAL
27.02.2024 13:00 - 27.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,60.0,57.41,EUR,MARGINAL
27.02.2024 14:00 - 27.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,60.0,56.01,EUR,MARGINAL
27.02.2024 15:00 - 27.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,65.0,57.01,EUR,MARGINAL
27.02.2024 16:00 - 27.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,65.0,59.25,EUR,MARGINAL
27.02.2024 17:00 - 27.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,65.0,59.96,EUR,MARGINAL
27.02.2024 18:00 - 27.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,61.0,59.96,EUR,MARGINAL
27.02.2024 19:00 - 27.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,60.5,58.67,EUR,MARGINAL
27.02.2024 20:00 - 27.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,56.13,56.13,EUR,MARGINAL
27.02.2024 21:00 - 27.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,56.81,56.81,EUR,MARGINAL
27.02.2024 22:00 - 27.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,56.05,56.05,EUR,MARGINAL
27.02.2024 23:00 - 28.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,55.18,55.18,EUR,MARGINAL
28.02.2024 00:00 - 28.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,53.15,53.15,EUR,MARGINAL
28.02.2024 01:00 - 28.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,52.35,52.35,EUR,MARGINAL
28.02.2024 02:00 - 28.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,53.61,53.61,EUR,MARGINAL
28.02.2024 03:00 - 28.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,52.0,47.0,EUR,MARGINAL
28.02.2024 04:00 - 28.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,52.0,46.0,EUR,MARGINAL
28.02.2024 05:00 - 28.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,53.73,45.0,EUR,MARGINAL
28.02.2024 06:00 - 28.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,54.71,45.0,EUR,MARGINAL
28.02.2024 07:00 - 28.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,60.09,60.09,EUR,MARGINAL
28.02.2024 08:00 - 28.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,57.48,57.48,EUR,MARGINAL
28.02.2024 09:00 - 28.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,55.43,55.43,EUR,MARGINAL
28.02.2024 10:00 - 28.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,54.09,54.09,EUR,MARGINAL
28.02.2024 11:00 - 28.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,53.05,53.05,EUR,MARGINAL
28.02.2024 12:00 - 28.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,52.51,50.0,EUR,MARGINAL
28.02.2024 13:00 - 28.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,51.57,50.0,EUR,MARGINAL
28.02.2024 14:00 - 28.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,51.09,49.0,EUR,MARGINAL
28.02.2024 15:00 - 28.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,52.12,49.0,EUR,MARGINAL
28.02.2024 16:00 - 28.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,56.28,56.28,EUR,MARGINAL
28.02.2024 17:00 - 28.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,57.34,57.34,EUR,MARGINAL
28.02.2024 18:00 - 28.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,56.53,50.0,EUR,MARGINAL
28.02.2024 19:00 - 28.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,55.49,50.0,EUR,MARGINAL
28.02.2024 20:00 - 28.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,53.95,50.0,EUR,MARGINAL
28.02.2024 21:00 - 28.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,52.27,52.27,EUR,MARGINAL
28.02.2024 22:00 - 28.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,49.89,49.89,EUR,MARGINAL
28.02.2024 23:00 - 29.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,47.36,47.36,EUR,MARGINAL
29.02.2024 00:00 - 29.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,50.33,39.0,EUR,MARGINAL
29.02.2024 01:00 - 29.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,49.25,39.0,EUR,MARGINAL
29.02.2024 02:00 - 29.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,48.1,33.5,EUR,MARGINAL
29.02.2024 03:00 - 29.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,45.15,33.5,EUR,MARGINAL
29.02.2024 04:00 - 29.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,43.49,34.0,EUR,MARGINAL
29.02.2024 05:00 - 29.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,45.32,38.5,EUR,MARGINAL
29.02.2024 06:00 - 29.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,47.07,36.0,EUR,MARGINAL
29.02.2024 07:00 - 29.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,47.24,36.5,EUR,MARGINAL
29.02.2024 08:00 - 29.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,49.21,40.0,EUR,MARGINAL
29.02.2024 09:00 - 29.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,49.74,41.0,EUR,MARGINAL
29.02.2024 10:00 - 29.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,50.0,42.0,EUR,MARGINAL
29.02.2024 11:00 - 29.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,51.37,43.5,EUR,MARGINAL
29.02.2024 12:00 - 29.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,50.89,42.0,EUR,MARGINAL
29.02.2024 13:00 - 29.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,50.6,45.0,EUR,MARGINAL
29.02.2024 14:00 - 29.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,49.36,45.0,EUR,MARGINAL
29.02.2024 15:00 - 29.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,49.91,45.0,EUR,MARGINAL
29.02.2024 16:00 - 29.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,51.25,45.0,EUR,MARGINAL
29.02.2024 17:00 - 29.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,55.87,53.0,EUR,MARGINAL
29.02.2024 18:00 - 29.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
29.02.2024 19:00 - 29.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,54.0,54.0,EUR,MARGINAL
29.02.2024 20:00 - 29.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,52.57,52.57,EUR,MARGINAL
29.02.2024 21:00 - 29.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,51.58,48.0,EUR,MARGINAL
29.02.2024 22:00 - 29.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,51.1,51.1,EUR,MARGINAL
29.02.2024 23:00 - 01.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,50.35,50.35,EUR,MARGINAL
01.03.2024 00:00 - 01.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,52.33,52.33,EUR,MARGINAL
01.03.2024 01:00 - 01.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,51.51,51.51,EUR,MARGINAL
01.03.2024 02:00 - 01.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,51.95,51.95,EUR,MARGINAL
01.03.2024 03:00 - 01.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,51.91,51.91,EUR,MARGINAL
01.03.2024 04:00 - 01.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,52.03,52.03,EUR,MARGINAL
01.03.2024 05:00 - 01.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,52.52,52.52,EUR,MARGINAL
01.03.2024 06:00 - 01.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,54.46,54.46,EUR,MARGINAL
01.03.2024 07:00 - 01.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,57.15,57.15,EUR,MARGINAL
01.03.2024 08:00 - 01.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,58.2,58.2,EUR,MARGINAL
01.03.2024 09:00 - 01.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,58.21,58.21,EUR,MARGINAL
01.03.2024 10:00 - 01.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,58.2,58.2,EUR,MARGINAL
01.03.2024 11:00 - 01.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,56.3,56.3,EUR,MARGINAL
01.03.2024 12:00 - 01.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,54.33,54.33,EUR,MARGINAL
01.03.2024 13:00 - 01.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,56.6,52.5,EUR,MARGINAL
01.03.2024 14:00 - 01.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,61.35,53.0,EUR,MARGINAL
01.03.2024 15:00 - 01.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,63.1,54.0,EUR,MARGINAL
01.03.2024 16:00 - 01.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,61.93,53.0,EUR,MARGINAL
01.03.2024 17:00 - 01.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,63.11,63.11,EUR,MARGINAL
01.03.2024 18:00 - 01.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,62.37,62.37,EUR,MARGINAL
01.03.2024 19:00 - 01.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,61.79,61.79,EUR,MARGINAL
01.03.2024 20:00 - 01.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,60.05,60.05,EUR,MARGINAL
01.03.2024 21:00 - 01.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,58.71,58.71,EUR,MARGINAL
01.03.2024 22:00 - 01.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,56.36,56.36,EUR,MARGINAL
01.03.2024 23:00 - 02.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
02.03.2024 00:00 - 02.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,57.36,57.36,EUR,MARGINAL
02.03.2024 01:00 - 02.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,54.96,54.96,EUR,MARGINAL
02.03.2024 02:00 - 02.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,54.34,54.34,EUR,MARGINAL
02.03.2024 03:00 - 02.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,53.88,53.88,EUR,MARGINAL
02.03.2024 04:00 - 02.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,53.37,53.37,EUR,MARGINAL
02.03.2024 05:00 - 02.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,54.25,54.25,EUR,MARGINAL
02.03.2024 06:00 - 02.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,54.97,54.97,EUR,MARGINAL
02.03.2024 07:00 - 02.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,57.1,57.1,EUR,MARGINAL
02.03.2024 08:00 - 02.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,58.02,58.02,EUR,MARGINAL
02.03.2024 09:00 - 02.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,58.67,58.67,EUR,MARGINAL
02.03.2024 10:00 - 02.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,63.0,58.34,EUR,MARGINAL
02.03.2024 11:00 - 02.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,63.0,56.85,EUR,MARGINAL
02.03.2024 12:00 - 02.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,55.0,45.0,EUR,MARGINAL
02.03.2024 13:00 - 02.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,54.81,45.0,EUR,MARGINAL
02.03.2024 14:00 - 02.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,56.73,49.0,EUR,MARGINAL
02.03.2024 15:00 - 02.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,58.58,58.58,EUR,MARGINAL
02.03.2024 16:00 - 02.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,59.19,EUR,MARGINAL
02.03.2024 17:00 - 02.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,70.0,63.07,EUR,MARGINAL
02.03.2024 18:00 - 02.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,69.0,63.93,EUR,MARGINAL
02.03.2024 19:00 - 02.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,60.42,EUR,MARGINAL
02.03.2024 20:00 - 02.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,60.51,58.55,EUR,MARGINAL
02.03.2024 21:00 - 02.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,60.57,58.24,EUR,MARGINAL
02.03.2024 22:00 - 02.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,60.0,57.34,EUR,MARGINAL
02.03.2024 23:00 - 03.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,54.99,54.99,EUR,MARGINAL
03.03.2024 00:00 - 03.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,54.5,54.5,EUR,MARGINAL
03.03.2024 01:00 - 03.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,53.63,53.63,EUR,MARGINAL
03.03.2024 02:00 - 03.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,53.8,53.8,EUR,MARGINAL
03.03.2024 03:00 - 03.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,53.98,46.284,EUR,MARGINAL
03.03.2024 04:00 - 03.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,53.71,46.284,EUR,MARGINAL
03.03.2024 05:00 - 03.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,54.21,54.21,EUR,MARGINAL
03.03.2024 06:00 - 03.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,54.66,54.66,EUR,MARGINAL
03.03.2024 07:00 - 03.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,55.51,47.0,EUR,MARGINAL
03.03.2024 08:00 - 03.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,54.77,46.0,EUR,MARGINAL
03.03.2024 09:00 - 03.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,53.99,44.0,EUR,MARGINAL
03.03.2024 10:00 - 03.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,53.46,46.955,EUR,MARGINAL
03.03.2024 11:00 - 03.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,51.04,47.0,EUR,MARGINAL
03.03.2024 12:00 - 03.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,48.93,48.93,EUR,MARGINAL
03.03.2024 13:00 - 03.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,46.89,41.0,EUR,MARGINAL
03.03.2024 14:00 - 03.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,50.26,50.26,EUR,MARGINAL
03.03.2024 15:00 - 03.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,54.34,54.34,EUR,MARGINAL
03.03.2024 16:00 - 03.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,58.35,50.0,EUR,MARGINAL
03.03.2024 17:00 - 03.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,62.9,54.0,EUR,MARGINAL
03.03.2024 18:00 - 03.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,63.36,54.0,EUR,MARGINAL
03.03.2024 19:00 - 03.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,61.14,49.5,EUR,MARGINAL
03.03.2024 20:00 - 03.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,59.79,49.5,EUR,MARGINAL
03.03.2024 21:00 - 03.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,58.86,48.0,EUR,MARGINAL
03.03.2024 22:00 - 03.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,58.32,48.0,EUR,MARGINAL
03.03.2024 23:00 - 04.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,57.93,48.5,EUR,MARGINAL
04.03.2024 00:00 - 04.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,58.49,50.0,EUR,MARGINAL
04.03.2024 01:00 - 04.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,58.81,50.0,EUR,MARGINAL
04.03.2024 02:00 - 04.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,58.7,50.0,EUR,MARGINAL
04.03.2024 03:00 - 04.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,58.8,51.0,EUR,MARGINAL
04.03.2024 04:00 - 04.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,58.99,51.0,EUR,MARGINAL
04.03.2024 05:00 - 04.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,59.88,51.0,EUR,MARGINAL
04.03.2024 06:00 - 04.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,60.92,56.5,EUR,MARGINAL
04.03.2024 07:00 - 04.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,93.58,57.5,EUR,MARGINAL
04.03.2024 08:00 - 04.03.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,99.78,55.86,EUR,MARGINAL
04.03.2024 09:00 - 04.03.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,82.2,54.0,EUR,MARGINAL
04.03.2024 10:00 - 04.03.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,63.72,49.0,EUR,MARGINAL
04.03.2024 11:00 - 04.03.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,59.92,48.5,EUR,MARGINAL
04.03.2024 12:00 - 04.03.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,59.25,48.5,EUR,MARGINAL
04.03.2024 13:00 - 04.03.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,59.21,47.0,EUR,MARGINAL
04.03.2024 14:00 - 04.03.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,59.6,48.5,EUR,MARGINAL
04.03.2024 15:00 - 04.03.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,59.87,53.26,EUR,MARGINAL
04.03.2024 16:00 - 04.03.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,60.42,60.42,EUR,MARGINAL
04.03.2024 17:00 - 04.03.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,72.33,72.33,EUR,MARGINAL
04.03.2024 18:00 - 04.03.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,72.33,72.33,EUR,MARGINAL
04.03.2024 19:00 - 04.03.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,62.78,62.78,EUR,MARGINAL
04.03.2024 20:00 - 04.03.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,60.89,60.89,EUR,MARGINAL
04.03.2024 21:00 - 04.03.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,59.24,59.24,EUR,MARGINAL
04.03.2024 22:00 - 04.03.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,58.24,58.24,EUR,MARGINAL
04.03.2024 23:00 - 05.03.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,57.87,49.0,EUR,MARGINAL
05.03.2024 00:00 - 05.03.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,56.21,49.21,EUR,MARGINAL
05.03.2024 01:00 - 05.03.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,56.48,49.48,EUR,MARGINAL
05.03.2024 02:00 - 05.03.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,56.46,49.46,EUR,MARGINAL
05.03.2024 03:00 - 05.03.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,56.36,49.36,EUR,MARGINAL
05.03.2024 04:00 - 05.03.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,56.47,56.47,EUR,MARGINAL
05.03.2024 05:00 - 05.03.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,57.39,57.39,EUR,MARGINAL
05.03.2024 06:00 - 05.03.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,58.38,50.0,EUR,MARGINAL
05.03.2024 07:00 - 05.03.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,60.3,53.27,EUR,MARGINAL
