Time Interval,Reserve Type,Type of Product,Source,Up price,Down Price,Currency,Price type
17.02.2024 00:00 - 17.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,51.41,51.41,EUR,MARGINAL
17.02.2024 01:00 - 17.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,49.99,49.99,EUR,MARGINAL
17.02.2024 02:00 - 17.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,50.3,50.3,EUR,MARGINAL
17.02.2024 03:00 - 17.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,51.36,51.36,EUR,MARGINAL
17.02.2024 04:00 - 17.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,52.88,46.0,EUR,MARGINAL
17.02.2024 05:00 - 17.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,53.76,46.0,EUR,MARGINAL
17.02.2024 06:00 - 17.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,54.14,45.5,EUR,MARGINAL
17.02.2024 07:00 - 17.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,55.6,45.0,EUR,MARGINAL
17.02.2024 08:00 - 17.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,58.93,45.0,EUR,MARGINAL
17.02.2024 09:00 - 17.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,61.33,46.0,EUR,MARGINAL
17.02.2024 10:00 - 17.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,60.09,46.948,EUR,MARGINAL
17.02.2024 11:00 - 17.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,58.81,45.0,EUR,MARGINAL
17.02.2024 12:00 - 17.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,56.45,43.5,EUR,MARGINAL
17.02.2024 13:00 - 17.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,54.76,43.5,EUR,MARGINAL
17.02.2024 14:00 - 17.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,56.45,41.316,EUR,MARGINAL
17.02.2024 15:00 - 17.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,59.07,40.5,EUR,MARGINAL
17.02.2024 16:00 - 17.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,59.78,42.0,EUR,MARGINAL
17.02.2024 17:00 - 17.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,63.69,45.0,EUR,MARGINAL
17.02.2024 18:00 - 17.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,102.3,47.0,EUR,MARGINAL
17.02.2024 19:00 - 17.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,86.65,45.0,EUR,MARGINAL
17.02.2024 20:00 - 17.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,77.59,45.0,EUR,MARGINAL
17.02.2024 21:00 - 17.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,67.01,45.5,EUR,MARGINAL
17.02.2024 22:00 - 17.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,61.19,45.0,EUR,MARGINAL
17.02.2024 23:00 - 18.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,59.11,45.0,EUR,MARGINAL
18.02.2024 00:00 - 18.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,57.44,44.0,EUR,MARGINAL
18.02.2024 01:00 - 18.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,53.44,44.0,EUR,MARGINAL
18.02.2024 02:00 - 18.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,51.39,44.0,EUR,MARGINAL
18.02.2024 03:00 - 18.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,50.32,44.0,EUR,MARGINAL
18.02.2024 04:00 - 18.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,49.37,41.5,EUR,MARGINAL
18.02.2024 05:00 - 18.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,48.92,41.5,EUR,MARGINAL
18.02.2024 06:00 - 18.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,48.0,47.4,EUR,MARGINAL
18.02.2024 07:00 - 18.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,48.97,48.97,EUR,MARGINAL
18.02.2024 08:00 - 18.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,47.28,47.28,EUR,MARGINAL
18.02.2024 09:00 - 18.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,52.0,44.99,EUR,MARGINAL
18.02.2024 10:00 - 18.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,52.0,43.86,EUR,MARGINAL
18.02.2024 11:00 - 18.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,53.0,44.23,EUR,MARGINAL
18.02.2024 12:00 - 18.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,55.0,45.22,EUR,MARGINAL
18.02.2024 13:00 - 18.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,58.0,47.49,EUR,MARGINAL
18.02.2024 14:00 - 18.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,57.5,50.16,EUR,MARGINAL
18.02.2024 15:00 - 18.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,51.78,51.78,EUR,MARGINAL
18.02.2024 16:00 - 18.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,53.63,53.63,EUR,MARGINAL
18.02.2024 17:00 - 18.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,65.59,50.488,EUR,MARGINAL
18.02.2024 18:00 - 18.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,71.38,54.0,EUR,MARGINAL
18.02.2024 19:00 - 18.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,68.4,54.0,EUR,MARGINAL
18.02.2024 20:00 - 18.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,62.64,52.0,EUR,MARGINAL
18.02.2024 21:00 - 18.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,57.81,47.5,EUR,MARGINAL
18.02.2024 22:00 - 18.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,55.59,44.0,EUR,MARGINAL
18.02.2024 23:00 - 19.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,52.44,40.5,EUR,MARGINAL
19.02.2024 00:00 - 19.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,51.43,40.5,EUR,MARGINAL
19.02.2024 01:00 - 19.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,49.92,49.92,EUR,MARGINAL
19.02.2024 02:00 - 19.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,48.0,40.0,EUR,MARGINAL
19.02.2024 03:00 - 19.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,46.68,37.0,EUR,MARGINAL
19.02.2024 04:00 - 19.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,48.27,37.0,EUR,MARGINAL
19.02.2024 05:00 - 19.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,51.57,39.0,EUR,MARGINAL
19.02.2024 06:00 - 19.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,59.05,51.0,EUR,MARGINAL
19.02.2024 07:00 - 19.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,76.79,55.0,EUR,MARGINAL
19.02.2024 08:00 - 19.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,81.41,59.0,EUR,MARGINAL
19.02.2024 09:00 - 19.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,72.86,54.0,EUR,MARGINAL
19.02.2024 10:00 - 19.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,70.0,69.09,EUR,MARGINAL
19.02.2024 11:00 - 19.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,68.0,67.01,EUR,MARGINAL
19.02.2024 12:00 - 19.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,60.47,60.47,EUR,MARGINAL
19.02.2024 13:00 - 19.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,58.27,58.27,EUR,MARGINAL
19.02.2024 14:00 - 19.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,61.91,61.91,EUR,MARGINAL
19.02.2024 15:00 - 19.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,64.66,64.66,EUR,MARGINAL
19.02.2024 16:00 - 19.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,67.62,56.5,EUR,MARGINAL
19.02.2024 17:00 - 19.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,74.18,74.18,EUR,MARGINAL
19.02.2024 18:00 - 19.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,94.81,94.81,EUR,MARGINAL
19.02.2024 19:00 - 19.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,77.66,77.66,EUR,MARGINAL
19.02.2024 20:00 - 19.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,68.0,60.76,EUR,MARGINAL
19.02.2024 21:00 - 19.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,64.0,56.15,EUR,MARGINAL
19.02.2024 22:00 - 19.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,64.0,53.47,EUR,MARGINAL
19.02.2024 23:00 - 20.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,60.0,52.7,EUR,MARGINAL
20.02.2024 00:00 - 20.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,56.0,53.52,EUR,MARGINAL
20.02.2024 01:00 - 20.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,56.0,52.58,EUR,MARGINAL
20.02.2024 02:00 - 20.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,56.0,52.23,EUR,MARGINAL
20.02.2024 03:00 - 20.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,56.0,51.82,EUR,MARGINAL
20.02.2024 04:00 - 20.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,51.35,48.0,EUR,MARGINAL
20.02.2024 05:00 - 20.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,52.35,48.0,EUR,MARGINAL
20.02.2024 06:00 - 20.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,59.93,48.0,EUR,MARGINAL
20.02.2024 07:00 - 20.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,85.66,53.32,EUR,MARGINAL
20.02.2024 08:00 - 20.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
20.02.2024 09:00 - 20.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,76.27,54.5,EUR,MARGINAL
20.02.2024 10:00 - 20.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,67.81,53.0,EUR,MARGINAL
20.02.2024 11:00 - 20.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,59.12,53.0,EUR,MARGINAL
20.02.2024 12:00 - 20.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,62.5,53.52,EUR,MARGINAL
20.02.2024 13:00 - 20.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,55.0,51.42,EUR,MARGINAL
20.02.2024 14:00 - 20.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,55.0,51.79,EUR,MARGINAL
20.02.2024 15:00 - 20.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,59.44,54.81,EUR,MARGINAL
20.02.2024 16:00 - 20.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,55.93,55.93,EUR,MARGINAL
20.02.2024 17:00 - 20.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,66.77,EUR,MARGINAL
20.02.2024 18:00 - 20.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,67.0,65.53,EUR,MARGINAL
20.02.2024 19:00 - 20.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,64.0,55.65,EUR,MARGINAL
20.02.2024 20:00 - 20.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,64.0,52.57,EUR,MARGINAL
20.02.2024 21:00 - 20.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,51.54,51.54,EUR,MARGINAL
20.02.2024 22:00 - 20.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,50.53,50.53,EUR,MARGINAL
20.02.2024 23:00 - 21.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,50.13,43.0,EUR,MARGINAL
21.02.2024 00:00 - 21.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,48.58,40.5,EUR,MARGINAL
21.02.2024 01:00 - 21.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,46.96,40.0,EUR,MARGINAL
21.02.2024 02:00 - 21.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,46.84,35.0,EUR,MARGINAL
21.02.2024 03:00 - 21.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,44.77,31.0,EUR,MARGINAL
21.02.2024 04:00 - 21.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,44.66,31.0,EUR,MARGINAL
21.02.2024 05:00 - 21.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,47.42,31.0,EUR,MARGINAL
21.02.2024 06:00 - 21.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,49.32,35.0,EUR,MARGINAL
21.02.2024 07:00 - 21.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,53.39,40.0,EUR,MARGINAL
21.02.2024 08:00 - 21.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,55.3,42.0,EUR,MARGINAL
21.02.2024 09:00 - 21.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,56.18,44.5,EUR,MARGINAL
21.02.2024 10:00 - 21.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,55.56,49.0,EUR,MARGINAL
21.02.2024 11:00 - 21.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,55.35,46.0,EUR,MARGINAL
21.02.2024 12:00 - 21.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,51.74,44.5,EUR,MARGINAL
21.02.2024 13:00 - 21.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,49.99,44.5,EUR,MARGINAL
21.02.2024 14:00 - 21.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,51.62,51.62,EUR,MARGINAL
21.02.2024 15:00 - 21.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,50.64,50.64,EUR,MARGINAL
21.02.2024 16:00 - 21.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,52.82,52.82,EUR,MARGINAL
21.02.2024 17:00 - 21.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,58.5,55.74,EUR,MARGINAL
21.02.2024 18:00 - 21.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,58.5,54.85,EUR,MARGINAL
21.02.2024 19:00 - 21.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,52.68,52.68,EUR,MARGINAL
21.02.2024 20:00 - 21.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,54.0,49.48,EUR,MARGINAL
21.02.2024 21:00 - 21.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,0.0,0.0,EUR,MARGINAL
21.02.2024 22:00 - 21.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,52.0,44.36,EUR,MARGINAL
21.02.2024 23:00 - 22.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,42.6,30.0,EUR,MARGINAL
22.02.2024 00:00 - 22.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,38.68,22.0,EUR,MARGINAL
22.02.2024 01:00 - 22.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,33.44,20.0,EUR,MARGINAL
22.02.2024 02:00 - 22.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,37.55,31.5,EUR,MARGINAL
22.02.2024 03:00 - 22.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,38.66,25.0,EUR,MARGINAL
22.02.2024 04:00 - 22.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,44.11,29.0,EUR,MARGINAL
22.02.2024 05:00 - 22.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,48.08,40.0,EUR,MARGINAL
22.02.2024 06:00 - 22.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,50.98,49.0,EUR,MARGINAL
22.02.2024 07:00 - 22.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,56.96,56.96,EUR,MARGINAL
22.02.2024 08:00 - 22.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,79.29,79.29,EUR,MARGINAL
22.02.2024 09:00 - 22.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,71.63,50.309,EUR,MARGINAL
22.02.2024 10:00 - 22.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,67.21,49.0,EUR,MARGINAL
22.02.2024 11:00 - 22.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,65.3,46.28,EUR,MARGINAL
22.02.2024 12:00 - 22.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,57.85,46.28,EUR,MARGINAL
22.02.2024 13:00 - 22.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,55.8,47.0,EUR,MARGINAL
22.02.2024 14:00 - 22.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,54.77,46.0,EUR,MARGINAL
22.02.2024 15:00 - 22.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,54.03,45.0,EUR,MARGINAL
22.02.2024 16:00 - 22.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,53.56,45.0,EUR,MARGINAL
22.02.2024 17:00 - 22.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,53.28,46.0,EUR,MARGINAL
22.02.2024 18:00 - 22.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,52.41,52.41,EUR,MARGINAL
22.02.2024 19:00 - 22.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,49.42,49.42,EUR,MARGINAL
22.02.2024 20:00 - 22.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,47.62,47.62,EUR,MARGINAL
22.02.2024 21:00 - 22.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,45.4,45.4,EUR,MARGINAL
22.02.2024 22:00 - 22.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,43.99,43.99,EUR,MARGINAL
22.02.2024 23:00 - 23.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,42.16,42.16,EUR,MARGINAL
23.02.2024 00:00 - 23.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,41.26,41.26,EUR,MARGINAL
23.02.2024 01:00 - 23.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,40.67,40.67,EUR,MARGINAL
23.02.2024 02:00 - 23.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,40.32,40.32,EUR,MARGINAL
23.02.2024 03:00 - 23.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,40.0,40.0,EUR,MARGINAL
23.02.2024 04:00 - 23.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,40.34,40.34,EUR,MARGINAL
23.02.2024 05:00 - 23.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,41.2,41.2,EUR,MARGINAL
23.02.2024 06:00 - 23.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,46.94,45.9,EUR,MARGINAL
23.02.2024 07:00 - 23.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,49.55,49.55,EUR,MARGINAL
23.02.2024 08:00 - 23.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,51.96,51.96,EUR,MARGINAL
23.02.2024 09:00 - 23.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,50.5,50.5,EUR,MARGINAL
23.02.2024 10:00 - 23.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,50.23,47.25,EUR,MARGINAL
23.02.2024 11:00 - 23.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,50.22,45.18,EUR,MARGINAL
23.02.2024 12:00 - 23.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,49.13,43.45,EUR,MARGINAL
23.02.2024 13:00 - 23.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,46.56,43.86,EUR,MARGINAL
23.02.2024 14:00 - 23.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,45.91,45.91,EUR,MARGINAL
23.02.2024 15:00 - 23.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,48.15,48.15,EUR,MARGINAL
23.02.2024 16:00 - 23.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,49.99,45.0,EUR,MARGINAL
23.02.2024 17:00 - 23.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,53.28,53.28,EUR,MARGINAL
23.02.2024 18:00 - 23.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,54.66,54.66,EUR,MARGINAL
23.02.2024 19:00 - 23.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,53.61,53.61,EUR,MARGINAL
23.02.2024 20:00 - 23.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,53.22,53.22,EUR,MARGINAL
23.02.2024 21:00 - 23.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,53.16,53.16,EUR,MARGINAL
23.02.2024 22:00 - 23.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,53.28,53.28,EUR,MARGINAL
23.02.2024 23:00 - 24.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,53.25,53.25,EUR,MARGINAL
24.02.2024 00:00 - 24.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,53.97,44.5,EUR,MARGINAL
24.02.2024 01:00 - 24.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,53.52,44.5,EUR,MARGINAL
24.02.2024 02:00 - 24.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,53.48,44.5,EUR,MARGINAL
24.02.2024 03:00 - 24.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,53.43,44.5,EUR,MARGINAL
24.02.2024 04:00 - 24.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,53.49,44.5,EUR,MARGINAL
24.02.2024 05:00 - 24.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,53.92,44.5,EUR,MARGINAL
24.02.2024 06:00 - 24.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,53.95,46.0,EUR,MARGINAL
24.02.2024 07:00 - 24.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,54.61,46.0,EUR,MARGINAL
24.02.2024 08:00 - 24.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,54.69,50.5,EUR,MARGINAL
24.02.2024 09:00 - 24.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,61.0,52.66,EUR,MARGINAL
24.02.2024 10:00 - 24.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,59.0,49.99,EUR,MARGINAL
24.02.2024 11:00 - 24.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,55.0,47.61,EUR,MARGINAL
24.02.2024 12:00 - 24.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,52.0,45.2,EUR,MARGINAL
24.02.2024 13:00 - 24.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,50.0,43.38,EUR,MARGINAL
24.02.2024 14:00 - 24.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,46.28,46.28,EUR,MARGINAL
24.02.2024 15:00 - 24.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,49.14,49.14,EUR,MARGINAL
24.02.2024 16:00 - 24.02.2024 17:00 (CET/CEST),mFRR,Not Specified,Not specified,51.7,51.7,EUR,MARGINAL
24.02.2024 17:00 - 24.02.2024 18:00 (CET/CEST),mFRR,Not Specified,Not specified,56.58,56.58,EUR,MARGINAL
24.02.2024 18:00 - 24.02.2024 19:00 (CET/CEST),mFRR,Not Specified,Not specified,72.83,72.83,EUR,MARGINAL
24.02.2024 19:00 - 24.02.2024 20:00 (CET/CEST),mFRR,Not Specified,Not specified,58.98,50.0,EUR,MARGINAL
24.02.2024 20:00 - 24.02.2024 21:00 (CET/CEST),mFRR,Not Specified,Not specified,56.03,50.0,EUR,MARGINAL
24.02.2024 21:00 - 24.02.2024 22:00 (CET/CEST),mFRR,Not Specified,Not specified,54.99,50.0,EUR,MARGINAL
24.02.2024 22:00 - 24.02.2024 23:00 (CET/CEST),mFRR,Not Specified,Not specified,53.22,50.0,EUR,MARGINAL
24.02.2024 23:00 - 25.02.2024 00:00 (CET/CEST),mFRR,Not Specified,Not specified,51.85,45.0,EUR,MARGINAL
25.02.2024 00:00 - 25.02.2024 01:00 (CET/CEST),mFRR,Not Specified,Not specified,54.7,50.0,EUR,MARGINAL
25.02.2024 01:00 - 25.02.2024 02:00 (CET/CEST),mFRR,Not Specified,Not specified,53.72,50.0,EUR,MARGINAL
25.02.2024 02:00 - 25.02.2024 03:00 (CET/CEST),mFRR,Not Specified,Not specified,53.67,47.0,EUR,MARGINAL
25.02.2024 03:00 - 25.02.2024 04:00 (CET/CEST),mFRR,Not Specified,Not specified,53.19,46.5,EUR,MARGINAL
25.02.2024 04:00 - 25.02.2024 05:00 (CET/CEST),mFRR,Not Specified,Not specified,53.48,44.5,EUR,MARGINAL
25.02.2024 05:00 - 25.02.2024 06:00 (CET/CEST),mFRR,Not Specified,Not specified,53.36,43.349,EUR,MARGINAL
25.02.2024 06:00 - 25.02.2024 07:00 (CET/CEST),mFRR,Not Specified,Not specified,54.95,44.5,EUR,MARGINAL
25.02.2024 07:00 - 25.02.2024 08:00 (CET/CEST),mFRR,Not Specified,Not specified,55.45,42.0,EUR,MARGINAL
25.02.2024 08:00 - 25.02.2024 09:00 (CET/CEST),mFRR,Not Specified,Not specified,56.87,42.0,EUR,MARGINAL
25.02.2024 09:00 - 25.02.2024 10:00 (CET/CEST),mFRR,Not Specified,Not specified,58.08,42.0,EUR,MARGINAL
25.02.2024 10:00 - 25.02.2024 11:00 (CET/CEST),mFRR,Not Specified,Not specified,55.02,42.931,EUR,MARGINAL
25.02.2024 11:00 - 25.02.2024 12:00 (CET/CEST),mFRR,Not Specified,Not specified,52.9,43.0,EUR,MARGINAL
25.02.2024 12:00 - 25.02.2024 13:00 (CET/CEST),mFRR,Not Specified,Not specified,49.81,43.0,EUR,MARGINAL
25.02.2024 13:00 - 25.02.2024 14:00 (CET/CEST),mFRR,Not Specified,Not specified,48.22,43.0,EUR,MARGINAL
25.02.2024 14:00 - 25.02.2024 15:00 (CET/CEST),mFRR,Not Specified,Not specified,51.17,43.0,EUR,MARGINAL
25.02.2024 15:00 - 25.02.2024 16:00 (CET/CEST),mFRR,Not Specified,Not specified,53.44,47.0,EUR,MARGINAL
