Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2023-10-13 Kl. 23-00;-0.00969;-0.00969;-0.03436;-0.03436;-0.00969
2023-10-14 Kl. 00-01;-0.00104;-0.00104;-0.01440;-0.01440;-0.00104
2023-10-14 Kl. 01-02;-0.02223;-0.02223;-0.02373;-0.02373;-0.02223
2023-10-14 Kl. 02-03;-0.01762;-0.01762;-0.03190;-0.03190;-0.01762
2023-10-14 Kl. 03-04;-0.01981;-0.01981;-0.03478;-0.03478;-0.01981
2023-10-14 Kl. 04-05;-0.02568;-0.02568;-0.03467;-0.03467;-0.02568
2023-10-14 Kl. 05-06;-0.02476;-0.02476;-0.03501;-0.03501;-0.02476
2023-10-14 Kl. 06-07;-0.01140;-0.01140;-0.03478;-0.03478;-0.01140
2023-10-14 Kl. 07-08;0.00000;0.00000;-0.02995;-0.02995;0.00000
2023-10-14 Kl. 08-09;0.12640;0.12640;-0.02338;-0.02338;0.12640
2023-10-14 Kl. 09-10;0.21466;0.21466;-0.02338;-0.02338;0.21466
2023-10-14 Kl. 10-11;0.07213;0.07213;-0.02522;-0.00104;0.07213
2023-10-14 Kl. 11-12;-0.00058;-0.00058;-0.02522;-0.00012;-0.00058
2023-10-14 Kl. 12-13;-0.01048;-0.01048;-0.02995;0.00334;-0.01048
2023-10-14 Kl. 13-14;-0.01209;-0.01209;-0.03018;0.00346;-0.01209
2023-10-14 Kl. 14-15;-0.01555;-0.01555;-0.02430;0.01002;-0.01555
2023-10-14 Kl. 15-16;-0.00081;-0.00081;-0.01440;0.00334;-0.00081
2023-10-14 Kl. 16-17;0.00835;0.00835;-0.01175;0.00334;0.00835
2023-10-14 Kl. 17-18;0.14354;0.14354;0.00000;0.00346;0.14354
2023-10-14 Kl. 18-19;0.18759;0.18759;0.00015;0.00818;0.18759
2023-10-14 Kl. 19-20;0.21581;0.21581;0.00000;0.00196;0.21581
2023-10-14 Kl. 20-21;0.14369;0.14369;-0.01232;0.00334;0.14369
2023-10-14 Kl. 21-22;0.13850;0.13850;-0.01463;-0.00023;0.13850
2023-10-14 Kl. 22-23;0.13073;0.13073;-0.02580;-0.02004;0.13073
2023-10-14 Kl. 23-00;0.11489;0.11489;-0.03547;-0.02995;0.11489
2023-10-15 Kl. 00-01;0.20468;0.20468;-0.05032;-0.05032;0.20468
2023-10-15 Kl. 01-02;0.10061;0.10061;-0.05066;-0.05066;0.10061
2023-10-15 Kl. 02-03;0.08075;0.08075;-0.05101;-0.05101;0.08075
2023-10-15 Kl. 03-04;0.12638;0.12638;-0.05009;-0.05009;0.12638
2023-10-15 Kl. 04-05;0.07989;0.07989;-0.04986;-0.04986;0.07989
2023-10-15 Kl. 05-06;0.07196;0.07196;-0.04571;-0.04571;0.07196
2023-10-15 Kl. 06-07;0.08204;0.08204;-0.03823;-0.03823;0.08204
2023-10-15 Kl. 07-08;0.27231;0.27231;-0.03466;-0.03466;0.27231
2023-10-15 Kl. 08-09;0.32226;0.32226;-0.03005;-0.03005;0.32226
2023-10-15 Kl. 09-10;0.28757;0.28757;-0.03489;-0.03489;0.28757
2023-10-15 Kl. 10-11;0.22238;0.22238;-0.03466;-0.03466;0.22238
2023-10-15 Kl. 11-12;0.00144;0.00144;-0.03500;-0.03500;0.00144
2023-10-15 Kl. 12-13;-0.00115;-0.00115;-0.03535;-0.03535;-0.00115
2023-10-15 Kl. 13-14;-0.01186;-0.01186;-0.03523;-0.03523;-0.01186
2023-10-15 Kl. 14-15;-0.00092;-0.00092;-0.03005;-0.03005;-0.00092
2023-10-15 Kl. 15-16;0.10996;0.10996;-0.02418;-0.02418;0.10996
2023-10-15 Kl. 16-17;0.28743;0.28743;-0.01290;-0.01290;0.28743
2023-10-15 Kl. 17-18;0.45640;0.45640;-0.00035;-0.00035;0.45640
2023-10-15 Kl. 18-19;0.49743;0.49743;0.00000;0.00000;0.49743
2023-10-15 Kl. 19-20;0.52866;0.52866;-0.00012;-0.00012;0.52866
2023-10-15 Kl. 20-21;0.51945;0.51945;-0.00530;-0.00530;0.51945
2023-10-15 Kl. 21-22;0.52751;0.52751;-0.01267;-0.01267;0.52751
2023-10-15 Kl. 22-23;0.53974;0.53974;-0.01451;-0.01451;0.53974
2023-10-15 Kl. 23-00;0.52909;0.54493;-0.02383;-0.02383;0.52909
2023-10-16 Kl. 00-01;0.56939;0.58638;-0.02360;-0.02360;0.56939
2023-10-16 Kl. 01-02;0.54650;0.56278;-0.02383;-0.02383;0.54650
2023-10-16 Kl. 02-03;0.55443;0.57098;-0.02407;-0.02407;0.55443
2023-10-16 Kl. 03-04;0.56623;0.58321;-0.02395;-0.02395;0.56623
2023-10-16 Kl. 04-05;0.62308;0.64165;-0.02326;-0.02326;0.62308
2023-10-16 Kl. 05-06;0.68339;0.68339;-0.01267;-0.01267;0.68339
2023-10-16 Kl. 06-07;0.78630;0.78630;0.00201;0.00161;0.78630
2023-10-16 Kl. 07-08;0.82574;0.82574;0.01555;0.01244;0.82574
2023-10-16 Kl. 08-09;0.94304;0.94304;0.02174;0.01739;0.94304
2023-10-16 Kl. 09-10;0.91123;0.91123;0.02663;0.02130;0.91123
2023-10-16 Kl. 10-11;0.85093;0.85093;0.02921;0.02337;0.85093
2023-10-16 Kl. 11-12;0.82976;0.82976;0.03239;0.03213;0.82976
2023-10-16 Kl. 12-13;0.82386;0.82386;0.03239;0.03224;0.82386
2023-10-16 Kl. 13-14;0.83193;0.83193;0.03268;0.03915;0.83193
2023-10-16 Kl. 14-15;0.82631;0.82631;0.03498;0.03938;0.82631
2023-10-16 Kl. 15-16;0.82314;0.82314;0.03685;0.03662;0.82314
2023-10-16 Kl. 16-17;0.81781;0.81781;0.03526;0.03961;0.81781
2023-10-16 Kl. 17-18;0.82141;0.82141;0.04202;0.04951;0.82141
2023-10-16 Kl. 18-19;0.82371;0.82371;0.04289;0.05884;0.82371
2023-10-16 Kl. 19-20;0.81364;0.81364;0.04404;0.05976;0.81364
2023-10-16 Kl. 20-21;0.80831;0.80831;0.04390;0.06609;0.80831
2023-10-16 Kl. 21-22;0.80774;0.80774;0.04520;0.04548;0.80774
2023-10-16 Kl. 22-23;0.73578;0.73578;0.04289;0.04019;0.73578
2023-10-16 Kl. 23-00;0.67605;0.67605;0.03915;0.03938;0.67605
2023-10-17 Kl. 00-01;0.74855;0.74855;0.05058;0.05913;0.74855
2023-10-17 Kl. 01-02;0.71974;0.71974;0.05259;0.05937;0.71974
2023-10-17 Kl. 02-03;0.71555;0.71555;0.05678;0.05683;0.71555
2023-10-17 Kl. 03-04;0.70144;0.70144;0.07161;0.05729;0.70144
2023-10-17 Kl. 04-05;0.70172;0.70172;0.08444;0.08265;0.70172
2023-10-17 Kl. 05-06;0.72031;0.72031;0.05720;0.10732;0.72031
2023-10-17 Kl. 06-07;0.78731;0.78731;0.08689;0.11573;0.78731
2023-10-17 Kl. 07-08;0.91051;0.91051;0.15706;0.12565;0.91051
2023-10-17 Kl. 08-09;0.92304;0.92304;0.16916;0.13533;0.92304
2023-10-17 Kl. 09-10;0.91857;0.91857;0.17766;0.14213;0.91857
2023-10-17 Kl. 10-11;0.90345;0.90345;0.17753;0.14202;0.90345
2023-10-17 Kl. 11-12;0.85950;0.85950;0.17623;0.14098;0.85950
2023-10-17 Kl. 12-13;0.80158;0.80158;0.17118;0.13694;0.80158
2023-10-17 Kl. 13-14;0.79466;0.79466;0.16484;0.13187;0.79466
2023-10-17 Kl. 14-15;0.77736;0.77736;0.15706;0.12565;0.77736
2023-10-17 Kl. 15-16;0.71815;0.71815;0.14453;0.12000;0.71815
2023-10-17 Kl. 16-17;0.71915;0.71915;0.14625;0.11700;0.71915
2023-10-17 Kl. 17-18;0.77003;0.77003;0.14755;0.11804;0.77003
2023-10-17 Kl. 18-19;0.81411;0.81411;0.14323;0.11458;0.81411
2023-10-17 Kl. 19-20;0.78155;0.78155;0.14351;0.11481;0.78155
2023-10-17 Kl. 20-21;0.74798;0.74798;0.13819;0.11055;0.74798
2023-10-17 Kl. 21-22;0.71008;0.71008;0.13790;0.11032;0.71008
2023-10-17 Kl. 22-23;0.71945;0.71945;0.13603;0.10882;0.71945
2023-10-17 Kl. 23-00;0.71498;0.71498;0.12363;0.09890;0.71498
2023-10-18 Kl. 00-01;0.70253;0.70253;0.10667;0.09089;0.70253
2023-10-18 Kl. 01-02;0.67910;0.67910;0.10509;0.09089;0.67910
2023-10-18 Kl. 02-03;0.67852;0.67852;0.10220;0.08176;0.67852
2023-10-18 Kl. 03-04;0.67866;0.67866;0.10495;0.08396;0.67866
2023-10-18 Kl. 04-05;0.61001;0.61001;0.11564;0.09251;0.61001
2023-10-18 Kl. 05-06;0.67954;0.67954;0.12981;0.10385;0.67954
2023-10-18 Kl. 06-07;0.68069;0.68069;0.16536;0.13229;0.68069
2023-10-18 Kl. 07-08;0.98368;0.98368;0.18604;0.14883;0.98368
2023-10-18 Kl. 08-09;1.02386;1.02386;0.19313;0.15450;1.02386
2023-10-18 Kl. 09-10;1.00059;1.00059;0.19355;0.15484;1.00059
2023-10-18 Kl. 10-11;1.00059;1.00059;0.19615;0.15692;1.00059
2023-10-18 Kl. 11-12;0.95129;0.95129;0.19370;0.15496;0.95129
2023-10-18 Kl. 12-13;0.89925;0.89925;0.19456;0.15565;0.89925
2023-10-18 Kl. 13-14;0.89101;0.89101;0.18879;0.15103;0.89101
2023-10-18 Kl. 14-15;0.85936;0.85936;0.17939;0.14351;0.85936
2023-10-18 Kl. 15-16;0.72550;0.72550;0.18908;0.15126;0.72550
2023-10-18 Kl. 16-17;0.77884;0.77884;0.17014;0.13611;0.77884
2023-10-18 Kl. 17-18;0.84056;0.84056;0.14382;0.11506;0.84056
2023-10-18 Kl. 18-19;0.84346;0.84346;0.14195;0.11356;0.84346
2023-10-18 Kl. 19-20;0.74459;0.74459;0.13776;0.11021;0.74459
2023-10-18 Kl. 20-21;0.68430;0.68430;0.13343;0.10674;0.68430
2023-10-18 Kl. 21-22;0.56375;0.56375;0.13213;0.10570;0.56375
2023-10-18 Kl. 22-23;0.50623;0.50623;0.12359;0.09887;0.50623
2023-10-18 Kl. 23-00;0.43713;0.43713;0.09844;0.07875;0.43713
2023-10-19 Kl. 00-01;0.33166;0.33166;0.05846;0.07004;0.33166
2023-10-19 Kl. 01-02;0.18059;0.18059;0.04211;0.07884;0.18059
2023-10-19 Kl. 02-03;0.12459;0.12459;0.03560;0.07004;0.12459
2023-10-19 Kl. 03-04;0.11418;0.11418;0.02779;0.07004;0.11418
2023-10-19 Kl. 04-05;0.17843;0.17843;0.03545;0.07004;0.17843
2023-10-19 Kl. 05-06;0.28825;0.28825;0.04211;0.04874;0.28825
2023-10-19 Kl. 06-07;0.41646;0.41646;0.07713;0.09481;0.41646
2023-10-19 Kl. 07-08;0.47073;0.47073;0.13530;0.10824;0.47073
2023-10-19 Kl. 08-09;0.52036;0.52036;0.14195;0.11356;0.52036
2023-10-19 Kl. 09-10;0.52224;0.52224;0.14745;0.11796;0.52224
2023-10-19 Kl. 10-11;0.51255;0.51255;0.15744;0.12595;0.51255
2023-10-19 Kl. 11-12;0.50676;0.50676;0.14065;0.12213;0.50676
2023-10-19 Kl. 12-13;0.46711;0.46711;0.08350;0.11391;0.46711
2023-10-19 Kl. 13-14;0.48461;0.48461;0.08350;0.10986;0.48461
2023-10-19 Kl. 14-15;0.44656;0.44656;0.08089;0.10627;0.44656
2023-10-19 Kl. 15-16;0.43541;0.43541;0.07669;0.10349;0.43541
2023-10-19 Kl. 16-17;0.43079;0.43079;0.07800;0.09933;0.43079
2023-10-19 Kl. 17-18;0.44236;0.44236;0.08104;0.10523;0.44236
2023-10-19 Kl. 18-19;0.44265;0.44265;0.08306;0.10245;0.44265
2023-10-19 Kl. 19-20;0.44425;0.44425;0.07901;0.09921;0.44425
2023-10-19 Kl. 20-21;0.43382;0.43382;0.07163;0.09030;0.43382
2023-10-19 Kl. 21-22;0.44381;0.44381;0.06483;0.08694;0.44381
2023-10-19 Kl. 22-23;0.43094;0.43094;0.04630;0.07004;0.43094
2023-10-19 Kl. 23-00;0.41763;0.41763;0.04211;0.04920;0.41763
2023-10-20 Kl. 00-01;0.47349;0.47349;0.04955;0.07531;0.47349
2023-10-20 Kl. 01-02;0.45989;0.45989;0.06359;0.07286;0.45989
2023-10-20 Kl. 02-03;0.45273;0.45273;0.06636;0.07040;0.45273
2023-10-20 Kl. 03-04;0.42466;0.42466;0.06959;0.06631;0.42466
2023-10-20 Kl. 04-05;0.32658;0.32658;0.07909;0.06327;0.32658
2023-10-20 Kl. 05-06;0.44205;0.44205;0.10335;0.09823;0.44205
2023-10-20 Kl. 06-07;0.48269;0.48269;0.13566;0.11671;0.48269
2023-10-20 Kl. 07-08;0.50930;0.50930;0.19047;0.15238;0.50930
2023-10-20 Kl. 08-09;0.51778;0.51778;0.19399;0.15519;0.51778
2023-10-20 Kl. 09-10;0.52085;0.52085;0.19369;0.15495;0.52085
2023-10-20 Kl. 10-11;0.52158;0.52158;0.19340;0.15472;0.52158
2023-10-20 Kl. 11-12;0.51193;0.51193;0.16694;0.13355;0.51193
2023-10-20 Kl. 12-13;0.52332;0.52332;0.15043;0.12034;0.52332
2023-10-20 Kl. 13-14;0.51398;0.51398;0.14516;0.11613;0.51398
2023-10-20 Kl. 14-15;0.51135;0.51135;0.14384;0.11507;0.51135
2023-10-20 Kl. 15-16;0.50944;0.50944;0.14296;0.11437;0.50944
2023-10-20 Kl. 16-17;0.51033;0.51033;0.14530;0.11624;0.51033
2023-10-20 Kl. 17-18;0.50944;0.50944;0.14925;0.11940;0.50944
2023-10-20 Kl. 18-19;0.54321;0.54321;0.14706;0.11765;0.54321
2023-10-20 Kl. 19-20;0.52509;0.52509;0.14106;0.11285;0.52509
2023-10-20 Kl. 20-21;0.51033;0.51033;0.13010;0.10408;0.51033
2023-10-20 Kl. 21-22;0.51033;0.51033;0.12499;0.09999;0.51033
2023-10-20 Kl. 22-23;0.51033;0.51033;0.10730;0.08584;0.51033
2023-10-20 Kl. 23-00;0.50038;0.50038;0.07206;0.06993;0.50038
2023-10-21 Kl. 00-01;0.60331;0.60331;0.10608;0.08486;0.60331
2023-10-21 Kl. 01-02;0.54064;0.54064;0.09264;0.07411;0.54064
2023-10-21 Kl. 02-03;0.56211;0.56211;0.07759;0.06207;0.56211
2023-10-21 Kl. 03-04;0.51083;0.51083;0.07364;0.05891;0.51083
2023-10-21 Kl. 04-05;0.52603;0.52603;0.07540;0.06032;0.52603
2023-10-21 Kl. 05-06;0.52880;0.52880;0.08635;0.06908;0.52880
2023-10-21 Kl. 06-07;0.58754;0.58754;0.10053;0.08042;0.58754
2023-10-21 Kl. 07-08;0.72956;0.72956;0.12449;0.09959;0.72956
2023-10-21 Kl. 08-09;0.74374;0.74374;0.13589;0.10871;0.74374
2023-10-21 Kl. 09-10;0.74388;0.74388;0.14598;0.11678;0.74388
2023-10-21 Kl. 10-11;0.60989;0.60989;0.14554;0.11643;0.60989
2023-10-21 Kl. 11-12;0.51550;0.51550;0.14246;0.11397;0.51550
2023-10-21 Kl. 12-13;0.38151;0.38151;0.14231;0.11385;0.38151
2023-10-21 Kl. 13-14;0.44420;0.44420;0.14013;0.11210;0.44420
2023-10-21 Kl. 14-15;0.51068;0.51068;0.13866;0.11093;0.51068
2023-10-21 Kl. 15-16;0.57044;0.57044;0.14320;0.11456;0.57044
2023-10-21 Kl. 16-17;0.70224;0.70224;0.15693;0.12554;0.70224
2023-10-21 Kl. 17-18;0.83170;0.83170;0.18980;0.15184;0.83170
2023-10-21 Kl. 18-19;0.85624;0.85624;0.19360;0.15488;0.85624
2023-10-21 Kl. 19-20;0.84208;0.84208;0.19054;0.15243;0.84208
2023-10-21 Kl. 20-21;0.72926;0.72926;0.16789;0.13431;0.72926
2023-10-21 Kl. 21-22;0.71188;0.71188;0.15313;0.12250;0.71188
2023-10-21 Kl. 22-23;0.69171;0.69171;0.14626;0.11701;0.69171
2023-10-21 Kl. 23-00;0.56971;0.56971;0.13574;0.10859;0.56971
2023-10-22 Kl. 00-01;0.63257;0.63257;0.15528;0.12422;0.63257
2023-10-22 Kl. 01-02;0.46069;0.46069;0.15454;0.12363;0.46069
2023-10-22 Kl. 02-03;0.28220;0.28220;0.15660;0.12528;0.28220
2023-10-22 Kl. 03-04;0.23696;0.23696;0.15675;0.12540;0.23696
2023-10-22 Kl. 04-05;0.27824;0.27824;0.15998;0.12798;0.27824
2023-10-22 Kl. 05-06;0.52078;0.52078;0.17233;0.13786;0.52078
2023-10-22 Kl. 06-07;0.59585;0.59585;0.20068;0.16054;0.59585
2023-10-22 Kl. 07-08;0.69104;0.69104;0.21184;0.16947;0.69104
2023-10-22 Kl. 08-09;0.74451;0.74451;0.21610;0.17288;0.74451
2023-10-22 Kl. 09-10;0.75435;0.75435;0.21948;0.17558;0.75435
2023-10-22 Kl. 10-11;0.73423;0.73423;0.22256;0.17805;0.73423
2023-10-22 Kl. 11-12;0.71381;0.71381;0.22433;0.17946;0.71381
2023-10-22 Kl. 12-13;0.66093;0.66093;0.22447;0.17958;0.66093
2023-10-22 Kl. 13-14;0.51579;0.51579;0.23020;0.18416;0.51579
2023-10-22 Kl. 14-15;0.61069;0.61069;0.23299;0.18639;0.61069
2023-10-22 Kl. 15-16;0.68238;0.68238;0.23431;0.18745;0.68238
2023-10-22 Kl. 16-17;0.75317;0.75317;0.23945;0.19156;0.75317
2023-10-22 Kl. 17-18;0.81444;0.81444;0.26884;0.21507;0.81444
2023-10-22 Kl. 18-19;0.85969;0.85969;0.35257;0.28206;0.85969
2023-10-22 Kl. 19-20;0.84441;0.84441;0.36433;0.29146;0.84441
2023-10-22 Kl. 20-21;0.79873;0.79873;0.36241;0.28993;0.79873
2023-10-22 Kl. 21-22;0.78565;0.78565;0.36918;0.21495;0.78565
2023-10-22 Kl. 22-23;0.76625;0.76625;0.36638;0.20191;0.76625
2023-10-22 Kl. 23-00;0.74804;0.74804;0.27956;0.19156;0.74804
2023-10-23 Kl. 00-01;0.81753;0.81753;0.29573;0.19227;0.81753
2023-10-23 Kl. 01-02;0.82281;0.82281;0.29573;0.18616;0.82281
2023-10-23 Kl. 02-03;0.82208;0.82208;0.29573;0.18592;0.82208
2023-10-23 Kl. 03-04;0.82179;0.82355;0.29895;0.18616;0.82179
2023-10-23 Kl. 04-05;0.82501;0.82501;0.34479;0.18698;0.82501
2023-10-23 Kl. 05-06;0.83618;0.83618;0.36476;0.20813;0.83618
2023-10-23 Kl. 06-07;0.88069;0.88069;0.37873;0.25855;0.88069
2023-10-23 Kl. 07-08;2.40791;2.40791;0.44115;0.25855;1.20432
2023-10-23 Kl. 08-09;2.82409;2.82409;0.55515;0.25855;2.82409
2023-10-23 Kl. 09-10;2.15876;2.15876;0.54238;0.26549;2.15876
2023-10-23 Kl. 10-11;1.82309;1.82309;0.52636;0.26560;1.82309
2023-10-23 Kl. 11-12;1.55205;1.55205;0.69926;0.16876;1.55205
2023-10-23 Kl. 12-13;1.45406;1.45406;0.52049;0.16712;1.45406
2023-10-23 Kl. 13-14;1.46787;1.46787;0.52798;0.16724;1.46787
2023-10-23 Kl. 14-15;1.21181;1.21181;0.50711;0.16700;1.21181
2023-10-23 Kl. 15-16;1.45598;1.45598;0.49434;0.16853;1.45598
2023-10-23 Kl. 16-17;1.46919;1.46919;0.49669;0.25843;1.46919
2023-10-23 Kl. 17-18;1.95780;1.95780;0.49919;0.25855;1.95780
2023-10-23 Kl. 18-19;1.91446;1.91446;0.49066;0.25855;1.91446
2023-10-23 Kl. 19-20;1.14791;1.14791;0.51270;0.25843;1.14791
2023-10-23 Kl. 20-21;0.97956;0.97956;0.45731;0.25843;0.97956
2023-10-23 Kl. 21-22;0.92609;0.92609;0.38695;0.25843;0.92609
2023-10-23 Kl. 22-23;0.86909;0.86909;0.37416;0.25843;0.86909
2023-10-23 Kl. 23-00;0.86160;0.86160;0.35286;0.19791;0.86160
2023-10-24 Kl. 00-01;0.90961;0.90961;0.38143;0.21889;0.90961
2023-10-24 Kl. 01-02;0.89325;0.89325;0.37214;0.20178;0.89325
2023-10-24 Kl. 02-03;0.88616;0.88616;0.36329;0.20036;0.88616
2023-10-24 Kl. 03-04;0.87421;0.87421;0.36904;0.21865;0.87421
2023-10-24 Kl. 04-05;0.86345;0.86345;0.40871;0.22502;0.86345
2023-10-24 Kl. 05-06;0.87363;0.87363;0.53203;0.23635;0.87363
2023-10-24 Kl. 06-07;0.89870;0.89870;0.58439;0.42491;0.89870
2023-10-24 Kl. 07-08;0.95711;0.95711;0.84191;0.59695;0.95711
2023-10-24 Kl. 08-09;1.00668;1.00668;0.95623;0.73218;1.00668
2023-10-24 Kl. 09-10;0.98499;0.98499;0.85002;0.58999;0.98499
2023-10-24 Kl. 10-11;0.95696;0.95696;0.91493;0.73194;0.95696
2023-10-24 Kl. 11-12;0.94162;0.94162;0.37464;0.29971;0.94162
2023-10-24 Kl. 12-13;0.90371;0.90371;0.32641;0.26113;0.90371
2023-10-24 Kl. 13-14;0.88956;0.88956;0.33615;0.26892;0.88956
2023-10-24 Kl. 14-15;0.89738;0.89738;0.32626;0.26101;0.89738
2023-10-24 Kl. 15-16;0.88868;0.88868;0.29618;0.23694;0.88868
2023-10-24 Kl. 16-17;0.86640;0.86640;0.29883;0.23906;0.86640
2023-10-24 Kl. 17-18;0.88542;0.88542;0.51461;0.41169;0.88542
2023-10-24 Kl. 18-19;0.88883;0.88883;0.47318;0.37854;0.88883
2023-10-24 Kl. 19-20;0.86905;0.86905;0.47613;0.38090;0.86905
2023-10-24 Kl. 20-21;0.85651;0.85651;0.45134;0.36107;0.85651
2023-10-24 Kl. 21-22;0.84516;0.84516;0.36314;0.29051;0.84516
2023-10-24 Kl. 22-23;0.86241;0.86241;0.32995;0.26396;0.86241
2023-10-24 Kl. 23-00;0.84649;0.84649;0.30399;0.24319;0.84649
2023-10-25 Kl. 00-01;0.79404;0.79404;0.30749;0.24599;0.79404
2023-10-25 Kl. 01-02;0.78829;0.78829;0.29745;0.23796;0.78829
2023-10-25 Kl. 02-03;0.78150;0.78150;0.28195;0.22556;0.78150
2023-10-25 Kl. 03-04;0.78209;0.78209;0.27989;0.22391;0.78209
2023-10-25 Kl. 04-05;0.78770;0.78770;0.27856;0.22285;0.78770
2023-10-25 Kl. 05-06;0.79139;0.79139;0.30941;0.24753;0.79139
2023-10-25 Kl. 06-07;0.84468;0.84468;0.37274;0.29819;0.84468
2023-10-25 Kl. 07-08;0.90048;0.90048;0.50176;0.40141;0.90048
2023-10-25 Kl. 08-09;0.95185;0.95185;0.53379;0.42703;0.95185
2023-10-25 Kl. 09-10;0.95996;0.95996;0.31191;0.24953;0.95996
2023-10-25 Kl. 10-11;0.95820;0.95820;0.30144;0.24115;0.95820
2023-10-25 Kl. 11-12;0.95066;0.95066;0.28121;0.22497;0.95066
2023-10-25 Kl. 12-13;0.91405;0.91405;0.28904;0.23123;0.91405
2023-10-25 Kl. 13-14;0.89944;0.89944;0.28121;0.22497;0.89944
2023-10-25 Kl. 14-15;0.85738;0.85738;0.27310;0.21848;0.85738
2023-10-25 Kl. 15-16;0.90815;0.90815;0.27029;0.21623;0.90815
2023-10-25 Kl. 16-17;0.95908;0.95908;0.40153;0.32122;0.95908
2023-10-25 Kl. 17-18;0.96011;0.96011;0.37495;0.29996;0.96011
2023-10-25 Kl. 18-19;0.96100;0.96100;0.41111;0.32889;0.96100
2023-10-25 Kl. 19-20;0.95038;0.95038;0.39104;0.31283;0.95038
2023-10-25 Kl. 20-21;0.91494;0.91494;0.37378;0.29902;0.91494
2023-10-25 Kl. 21-22;0.93798;0.93798;0.36920;0.29536;0.93798
2023-10-25 Kl. 22-23;0.91287;0.91287;0.42204;0.33763;0.91287
2023-10-25 Kl. 23-00;0.90653;0.90653;0.29745;0.23796;0.90653
2023-10-26 Kl. 00-01;0.90421;0.90421;0.30096;0.24077;0.90421
2023-10-26 Kl. 01-02;0.87016;0.87016;0.28409;0.22727;0.87016
2023-10-26 Kl. 02-03;0.87431;0.87431;0.27416;0.21933;0.87431
2023-10-26 Kl. 03-04;0.88541;0.88541;0.27550;0.22040;0.88541
2023-10-26 Kl. 04-05;0.88808;0.88808;0.29504;0.23603;0.88808
2023-10-26 Kl. 05-06;0.91901;0.91901;0.44026;0.35221;0.91901
2023-10-26 Kl. 06-07;0.96180;0.96180;0.52968;0.42374;0.96180
2023-10-26 Kl. 07-08;0.97556;0.97556;0.70021;0.56017;0.97556
2023-10-26 Kl. 08-09;0.99778;0.99778;0.71339;0.57071;0.99778
2023-10-26 Kl. 09-10;1.01288;1.01288;0.71206;0.56965;1.01288
2023-10-26 Kl. 10-11;1.01331;1.01331;0.66573;0.53258;1.01331
2023-10-26 Kl. 11-12;1.06661;1.06661;0.65106;0.52085;1.06661
2023-10-26 Kl. 12-13;1.06616;1.06616;0.65166;0.52133;1.06616
2023-10-26 Kl. 13-14;1.03581;1.03581;0.66558;0.53246;1.03581
2023-10-26 Kl. 14-15;1.00444;1.00444;0.68881;0.55105;1.00444
2023-10-26 Kl. 15-16;1.04796;1.04796;0.70303;0.56242;1.04796
2023-10-26 Kl. 16-17;1.05640;1.05640;0.66365;0.53092;1.05640
2023-10-26 Kl. 17-18;1.17468;1.17468;0.65196;0.52157;1.17468
2023-10-26 Kl. 18-19;1.12568;1.12568;0.65861;0.52689;1.12568
2023-10-26 Kl. 19-20;1.01391;1.01391;0.69208;0.55366;1.01391
2023-10-26 Kl. 20-21;0.98489;0.98489;0.69281;0.55425;0.98489
2023-10-26 Kl. 21-22;0.97838;0.97838;0.58341;0.46673;0.97838
2023-10-26 Kl. 22-23;0.96831;0.96831;0.55795;0.44636;0.96831
2023-10-26 Kl. 23-00;0.96269;0.96269;0.50659;0.40527;0.96269
2023-10-27 Kl. 00-01;0.99733;0.99733;0.75393;0.60314;0.99733
2023-10-27 Kl. 01-02;0.99021;0.99021;0.73659;0.58927;0.99021
2023-10-27 Kl. 02-03;0.98947;0.98947;0.72029;0.57623;0.98947
2023-10-27 Kl. 03-04;0.98947;0.98947;0.70015;0.56012;0.98947
2023-10-27 Kl. 04-05;0.98963;0.98963;0.69763;0.55810;0.98963
2023-10-27 Kl. 05-06;0.99481;0.99481;0.72874;0.58299;0.99481
2023-10-27 Kl. 06-07;1.05570;1.05570;0.78059;0.62447;1.05570
2023-10-27 Kl. 07-08;1.57244;1.57244;0.71229;0.56983;1.57244
2023-10-27 Kl. 08-09;2.21629;2.21629;0.71733;0.57386;2.21629
2023-10-27 Kl. 09-10;2.19214;2.19214;0.69792;0.55834;2.19214
2023-10-27 Kl. 10-11;1.60681;1.60681;0.69511;0.55609;1.60681
2023-10-27 Kl. 11-12;1.60770;1.60770;0.69215;0.55372;1.60770
2023-10-27 Kl. 12-13;1.75703;1.75703;0.70740;0.56592;1.75703
2023-10-27 Kl. 13-14;1.57629;1.57629;0.69155;0.55324;1.57629
2023-10-27 Kl. 14-15;1.45806;1.45806;0.66726;0.53381;1.45806
2023-10-27 Kl. 15-16;1.18370;1.18370;0.63615;0.50892;1.18370
2023-10-27 Kl. 16-17;1.31363;1.31363;0.68340;0.54672;1.04163
2023-10-27 Kl. 17-18;1.80518;1.80518;0.70444;0.56355;1.05008
2023-10-27 Kl. 18-19;2.00621;2.00621;0.67526;0.54021;1.04651
2023-10-27 Kl. 19-20;1.77763;1.77763;0.66623;0.53298;1.04711
2023-10-27 Kl. 20-21;1.09393;1.09393;0.64919;0.51935;1.04681
2023-10-27 Kl. 21-22;1.01629;1.01629;0.62889;0.50311;1.01629
2023-10-27 Kl. 22-23;0.99911;0.99911;0.68266;0.54613;0.99911
2023-10-27 Kl. 23-00;0.99600;0.99600;0.65081;0.52065;0.99600
