Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2022-09-20 Kl. 07-08;5.26451;5.26451;0.72198;0.21976;5.26451
2022-09-20 Kl. 08-09;5.47994;5.47994;0.86658;0.22736;5.47994
2022-09-20 Kl. 09-10;5.28529;5.28529;1.07956;0.22541;5.28529
2022-09-20 Kl. 10-11;4.86766;4.86766;1.19183;0.22161;4.86766
2022-09-20 Kl. 11-12;4.67649;4.67649;1.12729;0.21966;4.67649
2022-09-20 Kl. 12-13;4.68958;4.68958;1.06533;0.21709;4.68958
2022-09-20 Kl. 13-14;4.68919;4.68919;1.04671;0.21576;4.68919
2022-09-20 Kl. 14-15;4.66326;4.66326;1.22378;0.21545;4.66326
2022-09-20 Kl. 15-16;4.67598;4.67598;1.25021;0.16423;4.67598
2022-09-20 Kl. 16-17;4.74602;4.74602;0.99283;0.79426;4.74602
2022-09-20 Kl. 17-18;5.28221;5.28221;1.05210;0.84168;5.28221
2022-09-20 Kl. 18-19;5.83163;5.83163;1.11074;0.88859;5.83163
2022-09-20 Kl. 19-20;6.22500;6.22500;1.19338;0.95470;6.22500
2022-09-20 Kl. 20-21;6.15816;6.15816;1.19324;0.95459;6.15816
2022-09-20 Kl. 21-22;5.38358;5.38358;0.97191;0.60324;5.38358
2022-09-20 Kl. 22-23;4.98082;4.98082;0.74379;0.44158;4.98082
2022-09-20 Kl. 23-00;4.53920;4.53920;0.62651;0.41571;4.53920
2022-09-21 Kl. 00-01;4.33110;4.33110;0.59893;0.38197;4.33110
2022-09-21 Kl. 01-02;3.96931;3.96931;0.52086;0.33483;3.96931
2022-09-21 Kl. 02-03;3.96058;3.96058;0.51149;0.30042;3.96058
2022-09-21 Kl. 03-04;3.96096;3.96096;0.51894;0.28913;3.96096
2022-09-21 Kl. 04-05;3.93875;3.93875;0.52266;0.28358;3.93875
2022-09-21 Kl. 05-06;4.60700;4.60700;0.55796;0.28173;4.60700
2022-09-21 Kl. 06-07;5.35061;5.35061;0.58814;0.30042;5.35061
2022-09-21 Kl. 07-08;6.27435;6.27435;0.60855;0.33185;6.27435
2022-09-21 Kl. 08-09;6.41815;6.41815;0.62088;0.31244;6.41815
2022-09-21 Kl. 09-10;5.48336;5.48336;0.60316;0.30710;5.48336
2022-09-21 Kl. 10-11;4.74527;4.74527;0.59584;0.33113;4.74527
2022-09-21 Kl. 11-12;4.26126;4.26126;0.56836;0.32610;4.26126
2022-09-21 Kl. 12-13;3.95326;3.95326;0.53974;0.32096;3.95326
2022-09-21 Kl. 13-14;4.00475;4.00475;0.53948;0.30751;4.00475
2022-09-21 Kl. 14-15;4.12569;4.12569;0.54666;0.30001;4.12569
2022-09-21 Kl. 15-16;4.49403;4.49403;0.59109;0.29241;4.49403
2022-09-21 Kl. 16-17;4.92270;4.92270;0.60200;0.28800;4.92270
2022-09-21 Kl. 17-18;5.22198;5.22198;0.62511;0.28399;5.22198
2022-09-21 Kl. 18-19;5.84709;5.84709;0.62665;0.29467;5.84709
2022-09-21 Kl. 19-20;6.06213;6.06213;0.62845;0.30443;6.06213
2022-09-21 Kl. 20-21;5.71729;5.71729;0.62319;0.31275;5.71729
2022-09-21 Kl. 21-22;5.17319;5.17319;0.59173;0.30227;5.17319
2022-09-21 Kl. 22-23;4.73641;4.73641;0.51020;0.29529;4.73641
2022-09-21 Kl. 23-00;4.61869;4.61869;0.45615;0.28481;4.61869
2022-09-22 Kl. 00-01;4.80064;4.80064;0.51883;0.27842;4.80064
2022-09-22 Kl. 01-02;4.48571;4.48571;0.51293;0.27719;4.48571
2022-09-22 Kl. 02-03;4.36239;4.36239;0.55591;0.27534;4.36239
2022-09-22 Kl. 03-04;4.10933;4.10933;0.61816;0.27206;4.10933
2022-09-22 Kl. 04-05;4.23355;4.23355;0.64088;0.27103;4.23355
2022-09-22 Kl. 05-06;4.78960;4.78960;0.69195;0.27770;4.78960
2022-09-22 Kl. 06-07;5.25748;5.25748;0.65140;0.28561;5.25748
2022-09-22 Kl. 07-08;6.02681;6.02681;0.65333;0.31281;6.02681
2022-09-22 Kl. 08-09;6.09636;6.09636;0.66154;0.32144;6.09636
2022-09-22 Kl. 09-10;4.97760;4.97760;0.79448;0.48878;4.97760
2022-09-22 Kl. 10-11;4.50920;4.50920;0.80795;0.31322;4.50920
2022-09-22 Kl. 11-12;3.98614;3.98614;0.81348;0.30799;3.98614
2022-09-22 Kl. 12-13;3.89835;3.89835;0.81348;0.29936;3.89835
2022-09-22 Kl. 13-14;3.73808;3.73808;0.99095;0.31302;3.73808
2022-09-22 Kl. 14-15;4.09483;4.09483;0.97055;0.32534;4.09483
2022-09-22 Kl. 15-16;4.55565;4.55565;0.76998;0.31127;4.55565
2022-09-22 Kl. 16-17;4.75649;4.75649;0.76484;0.39012;4.75649
2022-09-22 Kl. 17-18;5.24696;5.24696;0.64100;0.32626;5.24696
2022-09-22 Kl. 18-19;5.24889;5.24889;0.64088;0.30060;5.24889
2022-09-22 Kl. 19-20;5.21000;5.21000;0.63959;0.28828;5.21000
2022-09-22 Kl. 20-21;5.18998;5.18998;0.63805;0.28386;5.18998
2022-09-22 Kl. 21-22;4.92870;4.92870;0.64088;0.27770;4.92870
2022-09-22 Kl. 22-23;4.87557;4.87557;0.64755;0.25584;4.87557
2022-09-22 Kl. 23-00;4.71876;4.71876;0.62509;0.20923;4.71876
2022-09-23 Kl. 00-01;4.37209;4.37209;0.63935;0.19893;4.37209
2022-09-23 Kl. 01-02;3.97119;3.97119;0.59899;0.18003;3.97119
2022-09-23 Kl. 02-03;3.87630;3.87630;0.60218;0.17982;3.87630
2022-09-23 Kl. 03-04;3.72636;3.72636;0.63475;0.18003;3.72636
2022-09-23 Kl. 04-05;3.85663;3.85663;0.66144;0.18320;3.85663
2022-09-23 Kl. 05-06;4.41845;4.41845;0.87140;0.20945;4.41845
2022-09-23 Kl. 06-07;4.60173;4.60173;0.91330;0.24920;4.60173
2022-09-23 Kl. 07-08;4.92931;4.92931;1.00141;0.25850;4.92931
2022-09-23 Kl. 08-09;5.11463;5.11463;1.00001;0.26493;5.11463
2022-09-23 Kl. 09-10;4.78385;4.78385;0.95583;0.26493;4.78385
2022-09-23 Kl. 10-11;4.62509;4.62509;0.93986;0.26483;4.62509
2022-09-23 Kl. 11-12;4.47324;4.47324;0.92555;0.26452;4.47324
2022-09-23 Kl. 12-13;4.36839;4.36839;0.92479;0.26483;4.36839
2022-09-23 Kl. 13-14;4.21603;4.21603;0.93321;0.26779;4.21603
2022-09-23 Kl. 14-15;4.28244;4.28244;0.92146;0.25267;4.28244
2022-09-23 Kl. 15-16;4.35945;4.35945;0.90435;0.24971;4.35945
2022-09-23 Kl. 16-17;4.60543;4.60543;0.88621;0.24961;4.60543
2022-09-23 Kl. 17-18;4.65549;4.65549;0.85314;0.24971;4.65549
2022-09-23 Kl. 18-19;4.81424;4.81424;0.89568;0.24981;4.81424
2022-09-23 Kl. 19-20;4.92893;4.92893;0.88775;0.25002;4.92893
2022-09-23 Kl. 20-21;4.92893;4.92893;0.90040;0.24991;4.92893
2022-09-23 Kl. 21-22;4.73059;4.73059;0.89030;0.24961;4.73059
2022-09-23 Kl. 22-23;4.68971;4.68971;0.90052;0.24951;4.68971
2022-09-23 Kl. 23-00;4.48435;4.48435;0.73105;0.24613;4.48435
2022-09-24 Kl. 00-01;4.55226;4.55226;0.78575;0.24009;4.55226
2022-09-24 Kl. 01-02;4.43689;4.43689;0.76661;0.23156;4.43689
2022-09-24 Kl. 02-03;3.91118;3.91118;0.77163;0.22509;3.91118
2022-09-24 Kl. 03-04;3.83268;3.83268;0.77933;0.22211;3.83268
2022-09-24 Kl. 04-05;3.82099;3.82099;0.82314;0.22272;3.82099
2022-09-24 Kl. 05-06;3.92248;3.92248;0.84383;0.22303;3.92248
2022-09-24 Kl. 06-07;4.39668;4.39668;0.80079;0.23393;4.39668
2022-09-24 Kl. 07-08;4.52914;4.52914;0.82481;0.24123;4.52914
2022-09-24 Kl. 08-09;4.61445;4.61445;0.83380;0.24996;4.61445
2022-09-24 Kl. 09-10;4.67034;4.67034;0.86849;0.25048;4.67034
2022-09-24 Kl. 10-11;4.60533;4.60533;1.00353;0.25150;4.60533
2022-09-24 Kl. 11-12;4.52515;4.52515;0.98759;0.25078;4.52515
2022-09-24 Kl. 12-13;4.37535;4.37535;0.94738;0.25068;4.37535
2022-09-24 Kl. 13-14;3.95499;3.95499;0.87878;0.25078;3.95499
2022-09-24 Kl. 14-15;3.96436;3.96436;0.87941;0.25346;3.96436
2022-09-24 Kl. 15-16;4.23686;4.23686;0.87401;0.25736;4.23686
2022-09-24 Kl. 16-17;4.45436;4.45436;0.88776;0.26219;4.45436
2022-09-24 Kl. 17-18;4.62049;4.62049;0.85218;0.26733;4.62049
2022-09-24 Kl. 18-19;4.87153;4.87153;0.87915;0.26887;4.87153
2022-09-24 Kl. 19-20;5.04523;5.04523;0.89959;0.27011;5.04523
2022-09-24 Kl. 20-21;4.92343;4.92343;0.96254;0.26887;4.92343
2022-09-24 Kl. 21-22;4.62550;4.62550;0.89945;0.26538;4.62550
2022-09-24 Kl. 22-23;4.45141;4.45141;0.95765;0.26106;4.45141
2022-09-24 Kl. 23-00;4.17480;4.17480;0.95624;0.25078;4.17480
2022-09-25 Kl. 00-01;4.24985;4.24985;1.03600;0.23230;4.24985
2022-09-25 Kl. 01-02;4.03405;4.03405;1.04091;0.20986;4.03405
2022-09-25 Kl. 02-03;3.68966;3.68966;1.01714;0.20046;3.68966
2022-09-25 Kl. 03-04;3.47114;3.47114;1.00201;0.19870;3.47114
2022-09-25 Kl. 04-05;2.59254;2.59254;0.70958;0.19580;2.59254
2022-09-25 Kl. 05-06;2.63518;2.63518;0.64368;0.18950;2.63518
2022-09-25 Kl. 06-07;3.07945;3.07945;0.54844;0.18278;3.07945
2022-09-25 Kl. 07-08;3.19925;3.19925;0.51884;0.18123;3.19925
2022-09-25 Kl. 08-09;3.71719;3.71719;0.51639;0.18133;3.71719
2022-09-25 Kl. 09-10;3.88867;3.88867;0.51729;0.18422;3.88867
2022-09-25 Kl. 10-11;3.87459;3.87459;0.51743;0.18112;3.87459
2022-09-25 Kl. 11-12;4.14570;4.14570;0.51794;0.18019;4.14570
2022-09-25 Kl. 12-13;3.55385;3.55385;0.52220;0.17781;3.55385
2022-09-25 Kl. 13-14;3.17844;3.17844;0.51794;0.17099;3.17844
2022-09-25 Kl. 14-15;3.01084;3.01084;0.51794;0.16913;3.01084
2022-09-25 Kl. 15-16;3.39813;3.39813;0.52091;0.16789;3.39813
2022-09-25 Kl. 16-17;4.05421;4.05421;0.53034;0.16717;4.05421
2022-09-25 Kl. 17-18;4.44046;4.44046;0.51716;0.16675;4.44046
2022-09-25 Kl. 18-19;4.53764;4.53764;0.51561;0.16634;4.53764
2022-09-25 Kl. 19-20;4.62086;4.62086;0.50399;0.16634;4.62086
2022-09-25 Kl. 20-21;4.68083;4.68083;0.49106;0.16603;4.68083
2022-09-25 Kl. 21-22;4.57925;4.57925;0.45863;0.16593;4.57925
2022-09-25 Kl. 22-23;4.41333;4.41333;0.43795;0.16541;4.41333
2022-09-25 Kl. 23-00;3.71305;3.71305;0.38690;0.16520;3.71305
2022-09-26 Kl. 00-01;3.21475;3.21475;0.38665;0.16365;3.21475
2022-09-26 Kl. 01-02;2.34533;2.34533;0.32178;0.16313;2.34533
2022-09-26 Kl. 02-03;2.02678;2.02678;0.31311;0.16293;2.02678
2022-09-26 Kl. 03-04;1.61351;1.61351;0.32965;0.16262;1.61351
2022-09-26 Kl. 04-05;1.30713;1.30713;0.37024;0.16251;1.30713
2022-09-26 Kl. 05-06;2.07937;2.07937;0.39014;0.16324;2.07937
2022-09-26 Kl. 06-07;3.35755;3.35755;0.44621;0.16293;3.35755
2022-09-26 Kl. 07-08;4.21121;4.21121;0.62688;0.15114;4.21121
2022-09-26 Kl. 08-09;4.26432;4.26432;0.70131;0.15166;4.26432
2022-09-26 Kl. 09-10;3.91168;3.91168;0.84669;0.15156;3.91168
2022-09-26 Kl. 10-11;3.45693;3.45693;0.80585;0.15187;3.45693
2022-09-26 Kl. 11-12;2.89428;2.89428;0.80560;0.15176;2.89428
2022-09-26 Kl. 12-13;2.69501;2.69501;0.84463;0.15156;2.69501
2022-09-26 Kl. 13-14;2.58491;2.58491;0.74925;0.15145;2.58491
2022-09-26 Kl. 14-15;2.05275;2.05275;0.70958;0.15145;2.05275
2022-09-26 Kl. 15-16;2.99261;2.99261;0.69846;0.15156;2.99261
2022-09-26 Kl. 16-17;3.77805;3.77805;0.51678;0.19374;3.77805
2022-09-26 Kl. 17-18;3.97629;3.97629;0.44364;0.20046;3.97629
2022-09-26 Kl. 18-19;4.20010;4.20010;0.38910;0.20108;4.20010
2022-09-26 Kl. 19-20;4.28771;4.28771;0.38690;0.20397;4.28771
2022-09-26 Kl. 20-21;4.35893;4.35893;0.44596;0.20521;4.35893
2022-09-26 Kl. 21-22;4.19429;4.19429;0.41844;0.20314;4.19429
2022-09-26 Kl. 22-23;3.76771;3.76771;0.40822;0.19963;3.76771
2022-09-26 Kl. 23-00;3.62570;3.62570;0.24256;0.19405;3.62570
2022-09-27 Kl. 00-01;3.83720;3.83720;0.18023;0.14418;3.83720
2022-09-27 Kl. 01-02;3.06479;3.06479;0.16820;0.13456;3.06479
2022-09-27 Kl. 02-03;2.26250;2.26250;0.16380;0.13104;2.26250
2022-09-27 Kl. 03-04;2.01603;2.01603;0.16781;0.13425;2.01603
2022-09-27 Kl. 04-05;2.67910;2.67910;0.18528;0.14822;2.67910
2022-09-27 Kl. 05-06;3.77213;3.77213;0.20960;0.16768;3.77213
2022-09-27 Kl. 06-07;3.93243;3.93243;0.31984;0.19211;3.93243
2022-09-27 Kl. 07-08;4.14798;4.14798;0.45762;0.23485;4.14798
2022-09-27 Kl. 08-09;4.25485;4.25485;0.50355;0.25079;4.25485
2022-09-27 Kl. 09-10;4.23428;4.23428;0.54159;0.26063;4.23428
2022-09-27 Kl. 10-11;4.23285;4.23285;0.54134;0.26301;4.23285
2022-09-27 Kl. 11-12;4.19610;4.19610;0.52103;0.26798;4.19610
2022-09-27 Kl. 12-13;4.13581;4.13581;0.51869;0.26694;4.13581
2022-09-27 Kl. 13-14;3.92958;3.92958;0.51753;0.26777;3.92958
2022-09-27 Kl. 14-15;3.84626;3.84626;0.49682;0.27005;3.84626
2022-09-27 Kl. 15-16;4.02635;4.02635;0.49864;0.27305;4.02635
2022-09-27 Kl. 16-17;4.08303;4.08303;0.50031;0.27770;4.08303
2022-09-27 Kl. 17-18;4.17230;4.17230;0.45879;0.26860;4.17230
2022-09-27 Kl. 18-19;4.26791;4.26791;0.45828;0.26611;4.26791
2022-09-27 Kl. 19-20;4.30544;4.30544;0.45814;0.26735;4.30544
2022-09-27 Kl. 20-21;4.33688;4.33688;0.47988;0.26735;4.33688
2022-09-27 Kl. 21-22;4.22289;4.22289;0.46164;0.26435;4.22289
2022-09-27 Kl. 22-23;4.09144;4.09144;0.47949;0.25897;4.09144
2022-09-27 Kl. 23-00;4.01653;4.01653;0.44934;0.24934;4.01653
2022-09-28 Kl. 00-01;3.83819;3.83819;0.46433;0.27405;3.83819
2022-09-28 Kl. 01-02;3.45440;3.45440;0.46058;0.26825;3.45440
2022-09-28 Kl. 02-03;3.08056;3.08056;0.45748;0.27156;3.08056
2022-09-28 Kl. 03-04;3.04359;3.04359;0.45709;0.28066;3.04359
2022-09-28 Kl. 04-05;3.42919;3.42919;0.45954;0.28552;3.42919
2022-09-28 Kl. 05-06;3.83354;3.83354;0.46471;0.30031;3.83354
2022-09-28 Kl. 06-07;3.90140;3.90140;0.46316;0.37053;3.90140
2022-09-28 Kl. 07-08;3.90774;3.90774;0.51655;0.41324;3.90774
2022-09-28 Kl. 08-09;4.06014;4.06014;0.53465;0.42772;4.06014
2022-09-28 Kl. 09-10;4.16434;4.16434;0.71084;0.16970;4.16434
2022-09-28 Kl. 10-11;4.10035;4.10035;0.73889;0.17012;4.10035
2022-09-28 Kl. 11-12;4.04941;4.04941;0.71071;0.16980;4.04941
2022-09-28 Kl. 12-13;4.06984;4.06984;0.71033;0.16949;4.06984
2022-09-28 Kl. 13-14;4.11042;4.11042;0.75298;0.16929;4.11042
2022-09-28 Kl. 14-15;4.12801;4.12801;0.75996;0.16970;4.12801
2022-09-28 Kl. 15-16;4.12141;4.12141;0.99380;0.16960;4.12141
2022-09-28 Kl. 16-17;4.00120;4.00120;0.64776;0.51821;4.00120
2022-09-28 Kl. 17-18;3.94303;3.94303;0.62914;0.50331;3.94303
2022-09-28 Kl. 18-19;4.00081;4.00081;0.56063;0.39556;4.00081
2022-09-28 Kl. 19-20;4.00883;4.00883;0.54499;0.37932;4.00883
2022-09-28 Kl. 20-21;3.95828;3.95828;0.56321;0.37250;3.95828
2022-09-28 Kl. 21-22;3.90166;3.90166;0.54034;0.30031;3.90166
2022-09-28 Kl. 22-23;3.67054;3.67054;0.56166;0.28232;3.67054
2022-09-28 Kl. 23-00;3.65580;3.65580;0.53620;0.26246;3.65580
2022-09-29 Kl. 00-01;3.96234;3.96234;0.59444;0.34073;3.96234
2022-09-29 Kl. 01-02;3.92504;3.92504;0.58972;0.31895;3.92504
2022-09-29 Kl. 02-03;3.92465;3.92465;0.59484;0.31885;3.92465
2022-09-29 Kl. 03-04;3.92451;3.92451;0.60190;0.31937;3.92451
2022-09-29 Kl. 04-05;3.93197;3.93197;0.60989;0.34879;3.93197
2022-09-29 Kl. 05-06;4.00786;4.00786;0.65398;0.35685;4.00786
2022-09-29 Kl. 06-07;4.08193;4.08193;0.65555;0.52444;4.08193
2022-09-29 Kl. 07-08;4.11621;4.11621;0.73759;0.53522;4.11621
2022-09-29 Kl. 08-09;4.35553;4.35553;0.75185;0.53532;4.35553
2022-09-29 Kl. 09-10;4.64484;4.64484;0.76376;0.53522;4.64484
2022-09-29 Kl. 10-11;4.72321;4.72321;0.76743;0.35465;4.72321
2022-09-29 Kl. 11-12;4.43313;4.43313;0.78378;0.34973;4.43313
2022-09-29 Kl. 12-13;4.24850;4.24850;0.86203;0.53522;4.24850
2022-09-29 Kl. 13-14;4.36483;4.36483;1.22330;0.53532;4.36483
2022-09-29 Kl. 14-15;4.26001;4.26001;1.90396;0.34858;4.26001
2022-09-29 Kl. 15-16;4.44686;4.44686;2.46635;0.35277;4.44686
2022-09-29 Kl. 16-17;4.64601;4.64601;3.17751;0.53553;4.64601
2022-09-29 Kl. 17-18;4.72688;4.72688;1.95905;0.53543;4.72688
2022-09-29 Kl. 18-19;4.78314;4.78314;1.26150;0.34732;4.78314
2022-09-29 Kl. 19-20;4.70974;4.70974;1.20603;0.31916;4.70974
2022-09-29 Kl. 20-21;4.67375;4.67375;1.22421;0.34983;4.67375
2022-09-29 Kl. 21-22;4.49083;4.49083;1.04443;0.34868;4.49083
2022-09-29 Kl. 22-23;4.24614;4.24614;1.04548;0.31937;4.24614
2022-09-29 Kl. 23-00;4.19420;4.19420;1.01093;0.28923;4.19420
2022-09-30 Kl. 00-01;4.26926;4.26926;1.25194;0.28764;4.26926
2022-09-30 Kl. 01-02;4.05684;4.05684;1.18976;0.27999;4.05684
2022-09-30 Kl. 02-03;4.02648;4.02648;1.11438;0.28753;4.02648
2022-09-30 Kl. 03-04;4.01076;4.01076;1.11241;0.31999;4.01076
2022-09-30 Kl. 04-05;4.00998;4.00998;1.15586;0.46177;4.00998
2022-09-30 Kl. 05-06;4.01626;4.01626;1.63621;0.47412;4.01626
2022-09-30 Kl. 06-07;4.09624;4.09624;1.99981;0.50763;4.09624
2022-09-30 Kl. 07-08;4.44413;4.44413;2.32154;0.48407;4.44413
2022-09-30 Kl. 08-09;4.63601;4.63601;2.93318;0.48690;4.63601
2022-09-30 Kl. 09-10;4.56573;4.56573;2.24680;0.50020;4.56573
2022-09-30 Kl. 10-11;4.42948;4.42948;1.20311;0.50041;4.42948
2022-09-30 Kl. 11-12;4.14113;4.14113;0.94579;0.50051;4.14113
2022-09-30 Kl. 12-13;3.65188;3.65188;1.04618;0.50020;3.65188
2022-09-30 Kl. 13-14;3.30096;3.30096;0.82839;0.50030;3.30096
2022-09-30 Kl. 14-15;2.61813;2.61813;0.78363;0.49988;2.61813
2022-09-30 Kl. 15-16;2.55700;2.55700;0.76308;0.50051;2.55700
2022-09-30 Kl. 16-17;2.82323;2.82323;0.73755;0.50187;2.82323
2022-09-30 Kl. 17-18;3.84703;3.84703;0.71896;0.51308;3.84703
2022-09-30 Kl. 18-19;3.66404;3.66404;0.65391;0.52313;3.66404
2022-09-30 Kl. 19-20;3.95344;3.95344;0.65365;0.52292;3.95344
2022-09-30 Kl. 20-21;3.83119;3.83119;0.65391;0.52313;3.83119
2022-09-30 Kl. 21-22;2.51879;2.51879;0.64186;0.50020;2.51879
2022-09-30 Kl. 22-23;2.21068;2.21068;0.64736;0.47528;2.21068
2022-09-30 Kl. 23-00;1.23950;1.23950;0.59214;0.45036;1.23950
2022-10-01 Kl. 00-01;1.04285;1.04285;0.65873;0.42363;1.04285
2022-10-01 Kl. 01-02;0.86502;0.86502;0.65833;0.31943;0.86502
2022-10-01 Kl. 02-03;0.68021;0.68021;0.65833;0.29950;0.68021
2022-10-01 Kl. 03-04;0.29225;0.29225;0.29225;0.23380;0.29225
2022-10-01 Kl. 04-05;0.23004;0.23004;0.23004;0.18403;0.23004
2022-10-01 Kl. 05-06;0.21778;0.21778;0.21778;0.17422;0.21778
2022-10-01 Kl. 06-07;0.21290;0.21290;0.21290;0.17032;0.21290
2022-10-01 Kl. 07-08;0.32441;0.32441;0.32205;0.25764;0.32441
2022-10-01 Kl. 08-09;0.61126;0.61126;0.59348;0.29961;0.61126
2022-10-01 Kl. 09-10;0.99500;0.99500;0.68376;0.34970;0.99500
2022-10-01 Kl. 10-11;1.49435;1.49435;0.70579;0.41487;1.49435
2022-10-01 Kl. 11-12;1.45256;1.45256;0.72450;0.35044;1.45256
2022-10-01 Kl. 12-13;1.22438;1.22438;0.72410;0.31933;1.22438
2022-10-01 Kl. 13-14;1.00726;1.00726;0.77130;0.29971;1.05986
2022-10-01 Kl. 14-15;0.90009;0.90009;0.80030;0.29961;1.00080
2022-10-01 Kl. 15-16;0.91011;0.91011;0.84723;0.31901;1.17574
2022-10-01 Kl. 16-17;0.94992;0.94992;0.89838;0.34949;0.94992
2022-10-01 Kl. 17-18;1.87466;1.87466;0.98287;0.47720;1.87466
2022-10-01 Kl. 18-19;2.30335;2.30335;1.06474;0.31975;2.30335
2022-10-01 Kl. 19-20;2.66323;2.66323;1.02571;0.44862;2.66323
2022-10-01 Kl. 20-21;2.45244;2.45244;0.89298;0.39969;2.45244
2022-10-01 Kl. 21-22;1.97115;1.97115;0.84986;0.35054;1.97115
2022-10-01 Kl. 22-23;1.50029;1.50029;0.88005;0.34991;1.50029
2022-10-01 Kl. 23-00;1.05366;1.05366;0.87175;0.31954;1.05366
2022-10-02 Kl. 00-01;0.88593;0.88593;0.87941;0.32102;0.88593
2022-10-02 Kl. 01-02;0.87901;0.87901;0.85175;0.32112;0.87901
2022-10-02 Kl. 02-03;0.79935;0.79935;0.77461;0.32102;0.79935
2022-10-02 Kl. 03-04;0.85043;0.85043;0.82395;0.32123;0.85043
2022-10-02 Kl. 04-05;0.81238;0.81238;0.78724;0.35123;0.81238
2022-10-02 Kl. 05-06;0.81704;0.81704;0.79176;0.40103;0.81704
2022-10-02 Kl. 06-07;0.81504;0.81504;0.78978;0.40114;0.81504
2022-10-02 Kl. 07-08;1.59670;1.59670;0.79841;0.50147;1.59670
2022-10-02 Kl. 08-09;1.16710;1.16710;1.13093;0.32080;1.16710
2022-10-02 Kl. 09-10;2.65953;2.65953;1.22363;0.45817;2.65953
2022-10-02 Kl. 10-11;2.91116;2.91116;0.98621;0.50179;2.91116
2022-10-02 Kl. 11-12;2.91581;2.91581;0.84603;0.50179;2.91581
2022-10-02 Kl. 12-13;3.16971;3.16971;0.78325;0.50169;3.16971
2022-10-02 Kl. 13-14;3.59200;3.59200;0.76823;0.50115;3.59200
2022-10-02 Kl. 14-15;3.17704;3.17704;0.85854;0.50126;3.17704
2022-10-02 Kl. 15-16;2.80689;2.80689;0.89125;0.50169;2.80689
2022-10-02 Kl. 16-17;1.34253;1.34253;1.21511;0.50211;1.34253
2022-10-02 Kl. 17-18;2.75515;2.75515;2.49300;0.52584;2.75515
2022-10-02 Kl. 18-19;3.72408;3.72408;2.65646;0.53169;3.72408
2022-10-02 Kl. 19-20;4.14596;4.14596;2.21609;0.53882;4.14596
2022-10-02 Kl. 20-21;3.98024;3.98024;1.29106;0.53861;3.98024
2022-10-02 Kl. 21-22;3.16346;3.16346;1.19264;0.53158;3.16346
2022-10-02 Kl. 22-23;2.23325;2.23325;1.08889;0.52573;2.23325
2022-10-02 Kl. 23-00;2.06726;2.06726;0.85708;0.50137;2.06726
2022-10-03 Kl. 00-01;2.43408;2.43408;0.70744;0.50179;2.43408
2022-10-03 Kl. 01-02;2.24881;2.24881;0.67180;0.49254;2.24881
2022-10-03 Kl. 02-03;2.14506;2.14506;0.66860;0.40082;2.14506
2022-10-03 Kl. 03-04;1.25568;1.25568;0.67086;0.32027;1.25568
2022-10-03 Kl. 04-05;1.30689;1.30689;0.67100;0.32016;1.30689
2022-10-03 Kl. 05-06;1.75576;1.75576;0.70597;0.40082;1.75576
2022-10-03 Kl. 06-07;2.65885;2.65885;0.75399;0.50115;2.65885
2022-10-03 Kl. 07-08;3.81479;3.81479;0.90003;0.50179;3.81479
2022-10-03 Kl. 08-09;4.04461;4.04461;0.95549;0.50158;4.04461
2022-10-03 Kl. 09-10;3.44955;3.44955;0.95589;0.68310;3.44955
2022-10-03 Kl. 10-11;2.65913;2.65913;0.90854;0.55861;2.65913
2022-10-03 Kl. 11-12;1.95953;1.95953;0.79775;0.52009;1.95953
2022-10-03 Kl. 12-13;1.58392;1.58392;0.75386;0.51679;1.58392
2022-10-03 Kl. 13-14;1.71986;1.71986;0.75333;0.51286;1.71986
2022-10-03 Kl. 14-15;1.92960;1.92960;0.73178;0.51201;1.92960
2022-10-03 Kl. 15-16;2.45138;2.45138;0.73099;0.51616;2.45138
2022-10-03 Kl. 16-17;2.97860;2.97860;0.70518;0.51882;2.97860
2022-10-03 Kl. 17-18;4.15606;4.15606;0.70531;0.53073;4.15606
2022-10-03 Kl. 18-19;4.58846;4.58846;0.73031;0.55776;4.58846
2022-10-03 Kl. 19-20;4.67199;4.67199;0.74175;0.56329;4.67199
2022-10-03 Kl. 20-21;4.56079;4.56079;0.75412;0.56148;4.56079
2022-10-03 Kl. 21-22;4.08093;4.08093;0.77381;0.55744;4.08093
2022-10-03 Kl. 22-23;3.98835;3.98835;0.85002;0.53659;3.98835
2022-10-03 Kl. 23-00;3.72314;3.72314;0.90335;0.51350;3.72314
2022-10-04 Kl. 00-01;2.64709;2.64709;0.74964;0.49843;2.64709
2022-10-04 Kl. 01-02;2.41999;2.41999;0.78128;0.47396;2.41999
2022-10-04 Kl. 02-03;2.41296;2.41296;0.86351;0.45097;2.41296
2022-10-04 Kl. 03-04;2.17434;2.17434;0.98680;0.44620;2.17434
2022-10-04 Kl. 04-05;2.40833;2.40833;1.01713;0.44451;2.40833
2022-10-04 Kl. 05-06;2.53201;2.53201;0.97806;0.45161;2.53201
2022-10-04 Kl. 06-07;3.15359;3.15359;0.99448;0.57841;3.15359
2022-10-04 Kl. 07-08;3.74114;3.74114;1.01713;0.57862;3.74114
2022-10-04 Kl. 08-09;3.85543;3.85543;0.82511;0.66009;3.85543
2022-10-04 Kl. 09-10;3.79159;3.79159;0.67600;0.54080;3.79159
2022-10-04 Kl. 10-11;3.32891;3.32891;0.65403;0.49896;3.32891
