"ISP","Area","Reserve Type","Type of Product","Direction","Offered (MW)","Activated (MW)","Unavailable (MW)"
"04/01/2024 06:00:00","SCA|NO2","mFRR","Local","Up","1942.50","0.00"," "
"04/01/2024 06:00:00","SCA|NO2","mFRR","Local","Down","4446.25","159.00"," "
"04/01/2024 07:00:00","SCA|NO2","mFRR","Local","Up","934.50","50.25"," "
"04/01/2024 07:00:00","SCA|NO2","mFRR","Local","Down","5679.00","6.25"," "
"04/01/2024 08:00:00","SCA|NO2","mFRR","Local","Up","748.00","15.00"," "
"04/01/2024 08:00:00","SCA|NO2","mFRR","Local","Down","5838.00","0.00"," "
"04/01/2024 09:00:00","SCA|NO2","mFRR","Local","Up","688.00","0.00"," "
"04/01/2024 09:00:00","SCA|NO2","mFRR","Local","Down","6016.75","98.00"," "
"04/01/2024 10:00:00","SCA|NO2","mFRR","Local","Up","778.00","15.00"," "
"04/01/2024 10:00:00","SCA|NO2","mFRR","Local","Down","5971.00","23.50"," "
"04/01/2024 11:00:00","SCA|NO2","mFRR","Local","Up","768.00","22.50"," "
"04/01/2024 11:00:00","SCA|NO2","mFRR","Local","Down","5957.00","0.00"," "
"04/01/2024 12:00:00","SCA|NO2","mFRR","Local","Up","803.00","0.00"," "
"04/01/2024 12:00:00","SCA|NO2","mFRR","Local","Down","5919.00","5.00"," "
"04/01/2024 13:00:00","SCA|NO2","mFRR","Local","Up","818.00","0.00"," "
"04/01/2024 13:00:00","SCA|NO2","mFRR","Local","Down","5763.00","10.00"," "
"04/01/2024 14:00:00","SCA|NO2","mFRR","Local","Up","739.00","16.50"," "
"04/01/2024 14:00:00","SCA|NO2","mFRR","Local","Down","5890.00","23.50"," "
"04/01/2024 15:00:00","SCA|NO2","mFRR","Local","Up","686.00","30.00"," "
"04/01/2024 15:00:00","SCA|NO2","mFRR","Local","Down","6044.00","0.00"," "
"04/01/2024 16:00:00","SCA|NO2","mFRR","Local","Up","686.00","30.00"," "
"04/01/2024 16:00:00","SCA|NO2","mFRR","Local","Down","6116.00","0.00"," "
"04/01/2024 17:00:00","SCA|NO2","mFRR","Local","Up","686.00","30.00"," "
"04/01/2024 17:00:00","SCA|NO2","mFRR","Local","Down","6145.00","0.00"," "
"04/01/2024 18:00:00","SCA|NO2","mFRR","Local","Up","670.00","30.00"," "
"04/01/2024 18:00:00","SCA|NO2","mFRR","Local","Down","6160.00","0.00"," "
"04/01/2024 19:00:00","SCA|NO2","mFRR","Local","Up","670.00","30.00"," "
"04/01/2024 19:00:00","SCA|NO2","mFRR","Local","Down","6154.00","0.00"," "
"04/01/2024 20:00:00","SCA|NO2","mFRR","Local","Up","670.00","30.00"," "
"04/01/2024 20:00:00","SCA|NO2","mFRR","Local","Down","6044.00","0.00"," "
"04/01/2024 21:00:00","SCA|NO2","mFRR","Local","Up","670.00","30.00"," "
"04/01/2024 21:00:00","SCA|NO2","mFRR","Local","Down","5958.00","0.00"," "
"04/01/2024 22:00:00","SCA|NO2","mFRR","Local","Up","734.00","30.00"," "
"04/01/2024 22:00:00","SCA|NO2","mFRR","Local","Down","5842.00","0.00"," "
"04/01/2024 23:00:00","SCA|NO2","mFRR","Local","Up","800.00","0.00"," "
"04/01/2024 23:00:00","SCA|NO2","mFRR","Local","Down","5839.00","0.00"," "
"05/01/2024 00:00:00","SCA|NO2","mFRR","Local","Up","439.75","0.00"," "
